study_ID_Ancestry,StudyID,Who,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,N,Population_pop,Who_pop,Article_link,CrudeName,EthnicGroup,EthnicGroup_Notes,Subpopulation,Other_Classification,Location,Biome,Country,Lattitude,Longitude,Region,Sedentary,AcculturationLevel,ReferenceSource,SerumLevel_mg_dL,SL_SD_mg_dL,SL_SE_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY
JAP1,NA,BENJA,Japan Amagasaki Study,Overall,NA,NA,NA,NA,1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,https://doi.org/10.1186/1743-7075-8-82,199.92,32.87,NA,55.3,13.148,116,29,142.8875,120.7,Japanese
JAP2,NA,BENJA,Japan Civil Service workers,Overall,NA,NA,NA,NA,8910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.111.028373,201.084,34.803,NA,54.138,15.468,119.877,30.936,124.25,71,Japanese
JAP3,NA,BENJA,Japan Men,Men,NA,NA,NA,NA,3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,,186,34.3,NA,48.7,13.4,111.5,31.8,NA,NA,Japanese
JAP3,NA,BENJA,Japan Women,Women,NA,NA,NA,NA,4871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,https://www.jstage.jst.go.jp/article/jat/14/2/14_2_45/_article/-char/ja/,199.2,33.7,NA,52.5,12.4,124.3,31,NA,NA,Japanese
JAP4,JAP4,Phoebe,Japanese,F,40,40-93,93,65.2,113,Japanese,Phoebe,JAP4,Kin-cho,Japanese,,,rural,Okinawa,temperate rainforest,Japan,36.2048,138.2529,Asia,NA,NA,Serum lipoproteins in Japanese rural community with low cardiovascular mortality,217.1,35.1,NA,55.9,10.7,132.9,26.7,NA,81.7,Japanese
JAP4,JAP4,Phoebe,Japanese,M,40,40-93,93,65,71,Japanese,Phoebe,JAP4,Kin-cho,Japanese,,,rural,Okinawa,temperate rainforest,Japan,36.2048,138.2529,Asia,NA,NA,Serum lipoproteins in Japanese rural community with low cardiovascular mortality,198.1,38.8,NA,56.2,13.9,112.9,30.2,NA,150,Japanese
JOS1,JOS1,Phoebe,jos,M,,,,NA,118,jos,Phoebe,,jos,jos,,,urban,jos,Temperate Shrubland,Northern Nigeria,9.8965,8.8683,Africa,NA,Integrated,Serum Lipid Profiles and Risk of Cardiovascular Disease in Three Different Male Population in Northern Nigeria,157,36.4,NA,50.4,13.4,82.1,33.1,121,73.5,West_African
KAR1_A,KAR1-A,AYANA,Kalapalo,M,20,20+,,39,53,Kalapalo,AYANA,,Karib indigenous peoples,Kalapalo,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",181,23,NA,40,7,118,23,115,41,Amerindian
KAR1_A,KAR1-A,AYANA,Kalapalo,F,20,20+,,38,42,Kalapalo,AYANA,,Karib indigenous peoples,Kalapalo,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",199,40,NA,46,10,131,32,113,44,Amerindian
KAR1_B,KAR1-B,AYANA,Kuikuro,F,20,20+,,38,62,Kuikuro,AYANA,,Karib indigenous peoples,Kuikuro,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",173,40,NA,44,15,102,30,134,62,Amerindian
KAR1_B,KAR1-B,AYANA,Kuikuro,M,20,20+,,44,54,Kuikuro,AYANA,,Karib indigenous peoples,Kuikuro,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",162,30,NA,41,11,94,26,135,49,Amerindian
KAR1_C,KAR1-C,AYANA,Matipu,M,20,20+,,36,5,Matipu,AYANA,,Karib indigenous peoples,Matipu,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",189,14,NA,39,6,131,16,97,37,SA_Indegenous
KAR1_C,KAR1-C,AYANA,Matipu,F,20,20+,,36,8,Matipu,AYANA,,Karib indigenous peoples,Matipu,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",183,26,NA,40,7,120,26,114,32,SA_Indegenous
KAR1_D,KAR1-D,AYANA,Nahukwa,M,20,20+,,42,13,Nahukwa,"AYANA, ASHLEY",,Karib indigenous peoples,Nahukwa,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",162,26,NA,33,3,100,25,144,85,SA_Indegenous
KAR1_D,KAR1-D,AYANA,Nahukwa,F,20,20+,,33,14,Nahukwa,"AYANA, ASHLEY",,Karib indigenous peoples,Nahukwa,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",,Parque Indigena do Xingu,Upper Xingu,Savanna,Brazil,-27.74835,-53.06846,South America,Yes,Integrated,"""""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"""" Gimeno et.al. ",175,42,NA,46,10,108,31,105,40,SA_Indegenous
KEN2,KEN6,Victoria,Kenyan,F,17,17+,,38,818,Kenyan,Victoria,INU13_KEN6,African,Kenyan,,,,"three rural populations (Luo, Kamba, Maasi) and an urban population in Nairobi of mixed ethnicity",Savanna,Africa,-0.0236,37.9062,Africa,Yes,NA,,146.946,NA,NA,42.537,NA,85.074,NA,70.856,NA,East_African
KEN2,KEN6,Victoria,Kenyan,M,17,17+,,37,579,Kenyan,Victoria,INU13_KEN6,African,Kenyan,,,,"three rural populations (Luo, Kamba, Maasi) and an urban population in Nairobi of mixed ethnicity",Savanna,Africa,-0.0236,37.9062,Africa,Yes,NA,,150.813,NA,NA,42.537,NA,88.941,NA,79.713,NA,East_African
KOR1_A,KOR1-A,Phoebe,Korean,F,,,,55.5,2784,Korean,Phoebe,KOR1-A,Korean,Korean,,,rural community,Ansung cohort,temperate deciduous forest,Korea,35.9078,127.7669,Asia,NA,NA,A rural-urban comparison of the characteristics of the metabolic syndrome by gender in Korea- the Korean Health and Genome Study (KHGS),198,36.1,NA,50.2,11.8,121.3,34.2,NA,94.7,East_Asian
KOR1_A,KOR1-A,Phoebe,Korean,M,,,,55.5,2240,Korean,Phoebe,KOR1-A,Korean,Korean,,,rural community,Ansung cohort,temperate deciduous forest,Korea,35.9078,127.7669,Asia,NA,NA,A rural-urban comparison of the characteristics of the metabolic syndrome by gender in Korea- the Korean Health and Genome Study (KHGS),188.1,35.9,NA,49.2,12.7,110.7,38.2,NA,124.3,East_Asian
KOR1_A,KOR1-B,Phoebe,Korean,F,,,,49.6,2497,Korean,Phoebe,KOR1-B,Korean,Korean,,,urban community,Ansan,temperate deciduous forest,Korea,35.9078,127.7669,Asia,NA,Integrated,A rural-urban comparison of the characteristics of the metabolic syndrome by gender in Korea- the Korean Health and Genome Study (KHGS),200.7,37.4,NA,52,11.8,124,34.6,NA,82.8,East_Asian
KOR1_A,KOR1-B,Phoebe,Korean,M,,,,48.6,2523,Korean,Phoebe,KOR1-B,Korean,Korean,,,urban community,Ansan,temperate deciduous forest,Korea,35.9078,127.7669,Asia,NA,Integrated,A rural-urban comparison of the characteristics of the metabolic syndrome by gender in Korea- the Korean Health and Genome Study (KHGS),206.3,35.5,NA,46.6,10.4,130.2,35.8,NA,112.9,East_Asian
KOY1,KOY1,EM,Koya,M,,,,10.37,147,Koya,EM,KOY1,Koya Indian,Koya,,,Children,San Antonio de los Cobres,Temperate Grassland,Argentina,-24.23,-66.32,South America,NA,Unacculturated,"""""Dyslipidemia without Obesity in Indigenous Argentinean Children Living at High Altitude"""" Hirschler et. al",153.16,23.39,NA,38.54,9.13,89.49,22,114,NA,Indian
KOY1,KOY1,EM,Koya,F,,,,10.93,183,Koya,EM,KOY1,Koya Indian,Koya,,,Children,San Antonio de los Cobres,Temperate Grassland,Argentina,-24.23,-66.32,South America,NA,Unacculturated,"""""Dyslipidemia without Obesity in Indigenous Argentinean Children Living at High Altitude"""" Hirschler et. al",159.91,24.92,NA,40.14,9.06,93.42,21.49,119,NA,Indian
KTVN3,KTVN3,KIKI,Kitavans,F,20,20-83,83,NA,47,Kitavans,KIKI,DUPLICATE REMOVE,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,Yes,Unacculturated,Determinants of serum triglycerides and high-density lipprotein cjolesterol in triaditional Trobriand Islanders: the Kitava Study (Lindeberg),224.286,NA,NA,46.404,NA,NA,NA,115.141,NA,Austronesian
KTVN3,KTVN3,KIKI,Kitavans,M,20,20-86,86,NA,122,Kitavans,KIKI,DUPLICATE REMOVE,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,Yes,Unacculturated,Determinants of serum triglycerides and high-density lipprotein cjolesterol in triaditional Trobriand Islanders: the Kitava Study (Lindeberg),181.749,NA,NA,42.537,NA,NA,NA,150.569,NA,Austronesian
KTVN4,KTVN4,FION,Kitavans,M/F,40,40-86,86,59.9,108,Kitavans,FION,,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,Yes,Unacculturated,"Frostegård, Johan et al. “Atheroprotective natural anti-phosphorylcholine antibodies of IgM subclass are decreased in Swedish controls as compared to non-westernized individuals from New Guinea” Nutrition & metabolism vol. 4 7. 20 Mar. 2007, doi:10.1186/1743-7075-4-7",197.217,46.404,NA,41.3769,5.8005,135.345,42.537,106.284,40.7422,Austronesian
KTVN6,KTVN6,AYANA,Kitavans,F,20,20-39,,NA,11,Kitavans,"AYANA, ASHLEY",,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,Unacculturated,"""""Cardiovascular risk factos in a melanesian population apparently free from stroke and ischaemic heart disease: the Kitava study"""" Linberg et.al.",197.217,38.67,NA,54.138,15.468,123.744,34.803,106.284,79.713,Austronesian
KTVN6,KTVN6,AYANA,Kitavans,M,40,40-59,,NA,41,Kitavans,"AYANA, ASHLEY",,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,Unacculturated,"""""Cardiovascular risk factos in a melanesian population apparently free from stroke and ischaemic heart disease: the Kitava study"""" Linberg et.al.",185.616,34.803,NA,38.67,7.734,127.611,30.936,106.284,44.285,Austronesian
KTVN6,KTVN6,AYANA,Kitavans,M,60,60-86,,NA,37,Kitavans,"AYANA, ASHLEY",,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,Unacculturated,"""""Cardiovascular risk factos in a melanesian population apparently free from stroke and ischaemic heart disease: the Kitava study"""" Linberg et.al.",181.749,38.67,NA,38.67,7.734,119.877,34.803,97.427,35.428,Austronesian
KTVN6,KTVN6,AYANA,Kitavans,F,40,40-59,,NA,18,Kitavans,"AYANA, ASHLEY",,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,Unacculturated,"""""Cardiovascular risk factos in a melanesian population apparently free from stroke and ischaemic heart disease: the Kitava study"""" Linberg et.al.",247.488,46.404,NA,46.404,11.601,177.882,46.404,115.141,44.285,Austronesian
KTVN6,KTVN6,AYANA,Kitavans,F,60,60-86,,NA,16,Kitavans,"AYANA, ASHLEY",,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,Unacculturated,"""""Cardiovascular risk factos in a melanesian population apparently free from stroke and ischaemic heart disease: the Kitava study"""" Linberg et.al.",212.685,42.537,NA,46.404,7.734,146.946,38.67,115.141,53.142,Austronesian
KTVN6,KTVN6,AYANA,Kitavans,M,20,20-39,,NA,43,Kitavans,"AYANA, ASHLEY",,Kitavan population,Kitava,Did we say this was too broad?,,,Trobriand islands,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,Unacculturated,"""""Cardiovascular risk factos in a melanesian population apparently free from stroke and ischaemic heart disease: the Kitava study"""" Linberg et.al.",174.015,34.803,NA,46.404,7.734,112.143,30.936,88.57,26.571,Austronesian
KUR1,KUR1,Victoria,Kurdish,F,30,30-64,64,NA,163,Kurdish,Victoria,RUS1_SOM1_KUR1,Kurdish,Kurdish,migrant population; [coming from Iran or Iraq] among the largest groups of quota refugees over the past decade,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",Taiga,Finland,61.9241,25.7482,Scandinavia,Yes,Integrated,,189.483,NA,NA,50.271,NA,NA,NA,NA,NA,Middle_Eastern_Ancestry
KUR1,KUR1,Victoria,Kurdish,M,30,30-64,64,NA,176,Kurdish,Victoria,RUS1_SOM1_KUR1,Kurdish,Kurdish,migrant population; [coming from Iran or Iraq] among the largest groups of quota refugees over the past decade,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",Taiga,Finland,61.9241,25.7482,Scandinavia,Yes,Integrated,,197.217,NA,NA,42.537,NA,NA,NA,NA,NA,Middle_Eastern_Ancestry
LAC,NA,BENJA,LAC Pooled meta-analysis,Overall,NA,NA,NA,NA,168553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Overall,https://elifesciences.org/articles/57980#content,193,NA,NA,47,NA,120,NA,139,NA,other
LEB1,LEB1,Ashley,Lebanese,F,18,18-65,65,35.82,284,Lebanese,Ashley,LEB1,Lebanese,Lebanese,,,Individuals selected from health centers,Lebanon,Woodland,Lebanon,33.8547,35.8623,Middle East,NA,Integrated,"""""Prevalence and correlates of metabolic syndrome in an adult Lebanese population"""" Sibai, et. al.",NA,NA,NA,51.67,0.77,115.81,2.28,111.76,4.32,NA
LEB1,LEB1,Ashley,Lebanese,M,18,18-65,65,35.33,215,Lebanese,Ashley,LEB1,Lebanese,Lebanese,,,Individuals selected from health centers,Lebanon,Woodland,Lebanon,33.8547,35.8623,Middle East,NA,Integrated,"""""Prevalence and correlates of metabolic syndrome in an adult Lebanese population"""" Sibai, et. al.",NA,NA,NA,40.14,0.77,117.48,2.69,195.51,11.23,NA
MAAS3,MAAS5,EM,Maasai,M,,,,NA,57,Maasai,EM,MAAS5,Maasai,Maasai,,,,Southern Kenya,Warm-temperate desert,Kenya,-2.2,37.6,Africa,NA,Integrated,"""""High-density-lipoprotein cholesterol in the Maasai of East Africa: a cautionary note"""" Robinson et. al",184.4559,31.3227,NA,40.6035,11.9877,NA,NA,NA,NA,Nilote
MALA15_A,MALA15-A,Ashley,Malays - Normal,M/F,,,,47.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9902,15.0813,150.813,73.473,132.855,88.57,NA
MALA15_B,MALA15-B,Ashley,Malays - Diabetic,M/F,,,,53.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1232,11.601,166.281,116.01,203.711,141.712,NA
MALA15_C,MALA15-C,Ashley,Malays - Impaired glucose tolerance,M/F,,,,49.3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0567,12.3744,166.281,119.877,141.712,88.57,NA
MALA9_C,ORA5-E,EM,Jehai,M/F,,,,31,105,,EM,,,Jehai,Specified,,,Belum,Tropical Rainforest,Malaysia,5,101,Asia,NA,Semi-acculturated,"""""Cardio-metabolic health risks in indigenouspopulations of Southeast Asia and the influenceof urbanization"""" Phipps et.al.",NA,NA,NA,39.0567,NA,NA,NA,108.0554,NA,Negrito
MAP1_A,MAP1-A,Claire,Rural Mapuche,F,20,20-60,60,35.4,69,Mapuche,Claire,MAP1,Mapuche,Mapuche,"outside the city of Concepcion, Temuco, Valdivia and Osorno in Chile’s VIII, IX, X and XIV regions, respectively",Rural Mapuche,Rural,Chile,Temperate shrubland/forest,Chile,,,South America,NA,Isolated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,40.2168,13.9212,118.7169,44.8572,85.9129,NA,NA
MAP1_A,MAP1-A,Claire,Rural Mapuche,M,20,20-60,60,38.4,54,Mapuche,Claire,MAP1,Mapuche,Mapuche,"outside the city of Concepcion, Temuco, Valdivia and Osorno in Chile’s VIII, IX, X and XIV regions, respectively",Rural Mapuche,Rural,Chile,Temperate shrubland/forest,Chile,,,South America,NA,Isolated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,44.0838,17.4015,106.7292,36.7365,104.5126,45.1707,NA
MAP1_B,MAP1-B,Claire,Urban Mapuche,F,20,20-60,60,37.6,79,Mapuche,Claire,MAP1,Mapuche,Mapuche,"urban cities of Santiago, Valdivia, Temuco and Concepcion in Chile’s R.M, XIV, IX, and VIII regions, respectively",Urban Mapuche,Urban,Chile,Temperate shrubland/forest,Chile,,,Sourth America,NA,Integrated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,34.4163,18.9483,138.4386,61.4853,119.5695,62.8847,NA
MAP1_B,MAP1-B,Claire,Urban Mapuche,M,20,20-60,60,32.1,45,Mapuche,Claire,MAP1,Mapuche,Mapuche,"urban cities of Santiago, Valdivia, Temuco and Concepcion in Chile’s R.M, XIV, IX, and VIII regions, respectively",Urban Mapuche,Urban,Chile,Temperate shrubland/forest,Chile,,,Sourth America,NA,Integrated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,35.1897,14.3079,117.9435,46.0173,120.4552,59.3419,NA
MAP1_C,MAP1-C,Claire,Rural Chile w/ European Descent,M,20,20-60,60,41.1,36,Chilean's with European Descent Rural,Claire,MAP1,European Chilean,Chilean's with European Desccent,"Rural settings outside the cities of Concepcion and Valdivia in Chile’s VIII, and XIV regions, respectively",Rural Chile w/ European Descent,Rural,Chile,Temperate shrubland/forest,Chile,,,South America,NA,Isolated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,39.0567,17.7882,122.9706,54.5247,112.4839,55.7991,NA
MAP1_C,MAP1-C,Claire,Rural Chile w/ European Descent,F,20,20-60,60,40.7,55,Chilean's with European Descent Rural,Claire,MAP1,European Chilean,Chilean's with European Desccent,"Rural settings outside the cities of Concepcion and Valdivia in Chile’s VIII, and XIV regions, respectively",Rural Chile w/ European Descent,Rural,Chile,Temperate shrubland/forest,Chile,,,South America,NA,Isolated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,35.5764,13.9212,126.0642,55.6848,103.6269,43.3993,NA
MAP1_D,MAP1-D,Claire,Urban Chile w/ European Descents,F,20,20-60,60,38.9,92,Chilean's with European Descent Urban,Claire,MAP1,European Chilean,Chilean's with European Desccent,"Santiago, Valdivia, Temuco and Concepcion; Chile’s R.M, XIV, IX, and VIII regions, respectively",Urban Chile w/ European Descents,Urban,Chile,temperate shrubland/forest,Chile,,,South America,NA,Integrated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,34.0296,12.7611,132.2514,49.8843,104.5126,65.5418,NA
MAP1_D,MAP1-D,Claire,Urban Chile w/ European Descents,M,20,20-60,60,34.5,42,Chilean's with European Descent Urban,Claire,MAP1,European Chilean,Chilean's with European Desccent,"Santiago, Valdivia, Temuco and Concepcion; Chile’s R.M, XIV, IX, and VIII regions, respectively",Urban Chile w/ European Descents,Urban,Chile,temperate shrubland/forest,Chile,,,South America,NA,Integrated,"""""The Effects of Genes, Environment and Ethnicity on Insulin Resistance and Obesity in Aboriginal and Non-Aboriginal South American Populations""""",NA,NA,NA,35.9631,16.2414,121.8105,51.4311,119.5695,69.0846,NA
MEX11,MEX11,BENJA,Mexico 2001,Overall,NA,NA,NA,NA,2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Overall,https://doi.org/10.1016/S0022-2275(20)31581-9,185.6,NA,NA,38.67,NA,118.33,NA,292.875,NA,other
MEX2,MEX2,EM,Mexican,M,18,,,45.9,787,Mexican Amerindian,EM,MEX2,Mexican,Mexican Amerindian,73 indigenous communities from 60 diff ethnic groups,,,Mexico,,Mexico,23,-102,North America,NA,Semi-acculturated,"""""Metabolic syndrome in indigenous communities in Mexico: a descriptive and cross-sectional study"""" Mendoza-Caamal et. al",177.5,39.6,NA,37.9,12.6,NA,NA,196.3,117.8,Mexican_indegenous_communities
MEX2,MEX2,EM,Mexican,F,18,,,52.4,1809,Mexican Amerindian,EM,MEX2,Mexican,Mexican Amerindian,73 indigenous communities from 60 diff ethnic groups,,,Mexico,,Mexico,23,-102,North America,NA,Semi-acculturated,"""""Metabolic syndrome in indigenous communities in Mexico: a descriptive and cross-sectional study"""" Mendoza-Caamal et. al",177.31,39.4,NA,40.1,12.9,NA,NA,185.9,104.3,Mexican_indegenous_communities
MEX22,MEX22,BENJA,Mexico 2016,Overall,NA,NA,NA,NA,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Overall,https://journals.lww.com/jpgn/_layouts/15/oaks.journals/downloadpdf.aspx?an=00005176-201611000-00018,159.8,31.9,NA,43.9,12.2,91.9,25.4,NA,NA,other
MEX3,MEX2-A,Phoebe,Mexican,M,35,35-65,65,49,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5,NA,NA,44,NA,102.7,NA,NA,NA,Mexican_indegenous_communities
MEX3,MEX2-B,Phoebe,Mexican,M,35,35-65,65,49.3,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,NA,115,NA,NA,NA,Mexican_indegenous_communities
MEX3,MEX2-C,Phoebe,Mexican,M,35,35-65,65,49.3,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,NA,119,NA,NA,NA,Mexican_indegenous_communities
MEX3,MEX2-D,Phoebe,Mexican,M,35,35-65,65,49.3,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,126.8,NA,NA,NA,Mexican_indegenous_communities
MRW1,MRW1,Gisele,Marwari,F,12,12+,,NA,180,Marwari,Gisele,MRW1,Marwari,Marwari,,,,"Calcutta, West Bengal ",Tropical rainforest,India,22.5726,88.3639,Asia,NA,Integrated,"An Epidemiological Study of Blood Pressure and Lipid Levels Among Marwaris of Calcutta, India.",NA,NA,NA,44.25,NA,NA,NA,NA,NA,Indian
MRW1,MRW1,Gisele,Marwari,M,12,12+,,NA,219,Marwari,Gisele,MRW1,Marwari,Marwari,,,,"Calcutta, West Bengal ",Tropical rainforest,India,22.5726,88.3639,Asia,NA,Integrated,"An Epidemiological Study of Blood Pressure and Lipid Levels Among Marwaris of Calcutta, India.",NA,NA,NA,41.064,NA,NA,NA,NA,NA,Indian
NAB,NAB,BENJA,Black,Overall,NA,NA,NA,NA,7200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,,208.818,42.537,NA,54.138,15.468,131.478,38.67,106.5,71,AFRICAN
NAN1_A,NAN1-A,KIKI,Nangapandans (Helminth infected),M/F,18,18+,,45,446,Nangapandan,KIKI,,Nangapanda inhabits,Manggarai,based on location,,(Helminth infected),Flores Island,Tropical Rainforest,Indonesia,-7,121,Asia,Yes,Semi-acculturated,"(Wiria, et al) Relationship between Carotid Intima Media Thicknessand Helminth Infections on Flores Island, Indonesia",189.483,42.537,NA,58.005,15.468,119.877,38.67,115.141,61.999,Austronesian
NAN1_B,NAN1-B,KIKI,Nangapandans (not infected),M/F,18,18+,,44.8,229,Nangapandan,Kiki,,Nangapanda inhabits,Manggarai,based on location,,(not infected),Flores Island,Tropical Rainforest,Indonesia,-7,121,Asia,Yes,Semi-acculturated,"(Wiria, et al) Relationship between Carotid Intima Media Thicknessand Helminth Infections on Flores Island, Indonesia",197.217,46.404,NA,61.872,15.468,127.611,42.537,106.284,61.999,Austronesian
Naw,NA,NA,White,Overall,NA,NA,NA,NA,46788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,,224.286,46.404,NA,54.138,15.468,146.946,42.537,133.125,88.75,other
NBO,NA,NA,Kenya Nairobi,Overall,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,Urban,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000224,NA,NA,NA,48.7242,18.1749,117.1701,44.0838,96.7375,62.125,East_African
NFBC,NA,NA,Finnish NFBC study,Overall,NA,NA,NA,NA,5271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,NA,Overall,https://doi.org/10.1194/jlr.O072629,193.35,38.67,NA,58,15.4,NA,NA,106.5,62.125,Uralic_Ancestry
NGA1,NGA1,Victoria,Nganasan,M,17,17-19,19,NA,,Nganasan,Victoria,SIB1,Nganasan,Nganasan,,,,Taimyr Peninsula,Tundra,,72-73.83,90,Siberia,NA,Unacculturated,"""""Metabolic Adaptation in Indigenous Siberian Populations""""",112,NA,NA,33,NA,69,NA,53,NA,Siberian
