"StudyID","Who","Population","Sex","HDL_Chol","SerumLevel","Age_LL","Age","Age_UL","Mean_Age","SD","N","N_Assumed","SL_SD","SL_SE","SL_Units","HDL_SD","HDL_Units","NonHDL_C","NonH_Units","LDL_Chol","LDL_SD","LDL_Units","Hypercholesterolemia_Prev","Triglyceride_Chol","Triglyceride_SD","Triglyceride_Units","Apo_A1","AA_Units","ApoB","ApoB_SD","AB_Units","Lp_a","Lpa_Units","Population_pop","Who_pop","Article_link","CrudeName","EthnicGroup","EthnicGroup_Notes","Subpopulation","Other_Classification","Location","Biome","Country","Lattitude","Longitude","Region","Sedentary","AcculturationLevel","ReferenceSource","SerumLevel_mg_dL","SL_SD_mg_dL","SL_SE_mg_dL","HDL_Chol_mg_dL","HDL_SD_mg_dL","LDL_Chol_mg_dL","LDL_SD_mg_dL","Triglyceride_Chol_mg_dL","Triglyceride_SD_mg_dL","Ancestry","Heritability","ANCESTRY","study_ID_Ancestry"
"SWU1","FION","South Western Uganda","M",1.1,3.6,"40","40-49","",NA,NA,"407","N",NA,NA,"mmol/L",NA,"mmol/L",NA,"",1.9,NA,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Baganda; Banyarwanda","FION","SWU1","","Baganda","More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html","","","South Western Uganda","","Uganda","1.373333","32.290275","Africa",NA,"Integrated","Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",139.212,NA,NA,42.537,NA,73.473,NA,NA,NA,NA,NA,"Bantu","SWU1"
"SWU1","FION, BEVERLY","South Western Uganda","F",0.9,3.3,"13","13-19","",NA,NA,"1013","N",NA,NA,"mmol/L",NA,"mmol/L",NA,"",1.9,NA,"mmol/L","7",NA,NA,"",NA,"",NA,"","",NA,"","Baganda; Banyarwanda","FION","SWU1","","Baganda","More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html","","","South Western Uganda","","Uganda","1.373333","32.290275","Africa",NA,"Integrated","Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",127.611,NA,NA,34.803,NA,73.473,NA,NA,NA,NA,NA,"Bantu","SWU1"
"TAI1-A","Phoebe","Hakaas","M",NA,206.3,"","","","65","17.1","204","N",84.3,NA,"mg/dL",NA,"",NA,"",NA,NA,"","151.2",NA,61.6,"mg/dl",NA,"",NA,"","",NA,"","Taiwanese","Phoebe","TAI1","Hakaas","Hakaas","","","","Taiwan","tropical and subtropical moist broadleaf forests","China","23.6978","120.9605","Asia",NA,"Integrated","Prevalence of type 2 diabetes mellitus in Taiwan: ethnic variation and risk factors.pdf",206.3,84.3,NA,NA,NA,NA,NA,NA,61.6,NA,NA,"Chinese","TAI1-A"
"TAI1-A","Phoebe","Hakaas","F",NA,220.6,"","","","64.5","6.5","264","N",81.6,NA,"mg/dL",NA,"",NA,"",NA,NA,"","143.1",NA,59.6,"mg/dl",NA,"",NA,"","",NA,"","Taiwanese","Phoebe","TAI1","Hakaas","Hakaas","","","","Taiwan","tropical and subtropical moist broadleaf forests","China","23.6978","120.9605","Asia",NA,"Integrated","Prevalence of type 2 diabetes mellitus in Taiwan: ethnic variation and risk factors.pdf",220.6,81.6,NA,NA,NA,NA,NA,NA,59.6,NA,NA,"Chinese","TAI1-A"
"TAI1-B","Phoebe","Fukiens","F",NA,209.1,"","","","64.5","6.5","258","N",61.9,NA,"mg/dL",NA,"",NA,"",NA,NA,"","129.1",NA,57.8,"mg/dl",NA,"",NA,"","",NA,"","Taiwanese","Phoebe","TAI1","Fukiens","Fukiens","","","","Taiwan","tropical and subtropical moist broadleaf forests","China","23.6978","120.9605","Asia",NA,"Integrated","Prevalence of type 2 diabetes mellitus in Taiwan: ethnic variation and risk factors.pdf",209.1,61.9,NA,NA,NA,NA,NA,NA,57.8,NA,NA,"Chinese","TAI1-B"
"TAI1-B","Phoebe","Fukiens","M",NA,203.4,"","","","63.5","5.4","182","N",28.3,NA,"mg/dL",NA,"",NA,"",NA,NA,"","127.7",NA,58.8,"mg/dl",NA,"",NA,"","",NA,"","Taiwanese","Phoebe","TAI1","Fukiens","Fukiens","","","","Taiwan","tropical and subtropical moist broadleaf forests","China","23.6978","120.9605","Asia",NA,"Integrated","Prevalence of type 2 diabetes mellitus in Taiwan: ethnic variation and risk factors.pdf",203.4,28.3,NA,NA,NA,NA,NA,NA,58.8,NA,NA,"Chinese","TAI1-B"
"TAI1-C","Phoebe","Taiwanese aborigines","F",NA,209.8,"","","","63","22.5","258","N",38,NA,"mg/dL",NA,"",NA,"",NA,NA,"","185",NA,68.9,"mg/dl",NA,"",NA,"","",NA,"","Taiwanese","Phoebe","TAI1","Taiwanese aborigines","Taiwanese aborigines","","","","Taiwan","tropical and subtropical moist broadleaf forests","China","23.6978","120.9605","Asia",NA,"Integrated","Prevalence of type 2 diabetes mellitus in Taiwan: ethnic variation and risk factors.pdf",209.8,38,NA,NA,NA,NA,NA,NA,68.9,NA,NA,"Taiwanese","TAI1-C"
"TAI1-C","Phoebe","Taiwanese aborigines","M",NA,188.2,"","","","62","13.6","154","N",74.4,NA,"mg/dL",NA,"",NA,"",NA,NA,"","175.6",NA,67.6,"mg/dl",NA,"",NA,"","",NA,"","Taiwanese","Phoebe","TAI1","Taiwanese aborigines","Taiwanese aborigines","","","","Taiwan","tropical and subtropical moist broadleaf forests","China","23.6978","120.9605","Asia",NA,"Integrated","Prevalence of type 2 diabetes mellitus in Taiwan: ethnic variation and risk factors.pdf",188.2,74.4,NA,NA,NA,NA,NA,NA,67.6,NA,NA,"Taiwanese","TAI1-C"
"TAN1-A","AYANA","Masai","M/F",1.08,3.89,"30","30-60","",NA,NA,"130","N",0.94,NA,"mmol/L",0.32,"mmol/L",NA,"",2.19,0.74,"mmol/L",NA,1.36,0.61,"mmol/L","106.96","mg/ 100ml","76.42","mg/ 100ml","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4263,36.3498,NA,41.7636,12.3744,84.6873,28.6158,120.4552,54.0277,NA,NA,"Nilote","TAN1-A"
"TAN1-B","AYANA","Bantu","M/F",0.91,3.6,"30","30-60","",NA,NA,"371","N",1.07,NA,"mmol/L",0.33,"mmol/L",NA,"",2.03,0.89,"mmol/L",NA,1.45,0.67,"mmol/L","96.88","mg/ 100ml","77.18","mg/ 100ml","",NA,"","Bantu","AYANA, Ashley","","","Bantu","Explicitly named in paper for comparison to Masai","","Rural","Ilala District, Handeni Dristrict ","Tropical Rainforest","Tanzania","-6.82745","39.25898","Africa","Yes","Semi-acculturated","""""Daily energy expidenture and cardiovascular risk in Masai, rural and urban Bantu Tanzanians"""" Mbalilaki et.al.",139.212,41.3769,NA,35.1897,12.7611,78.5001,34.4163,128.4265,59.3419,NA,NA,"Bantu","BAN3"
"TAN1-C","AYANA","Bantu","M/F",1.08,4.5,"30","30-60","",NA,NA,"484","N",1.05,NA,"mmol/L",0.33,"mmol/L",NA,"",2.69,0.94,"mmol/L",NA,1.61,1.13,"mmol/L","109.8","mg/ 100ml","85.74","mg/ 100ml","",NA,"","Bantu","AYANA, Ashley","","","Bantu","Explicitly named in paper for comparison to Masai","","Urban","Dar-Es-Salaam","Tropical Rainforest","Tanzania","-6.81492","39.28841","Africa","Yes","Integrated","""""Daily energy expidenture and cardiovascular risk in Masai, rural and urban Bantu Tanzanians"""" Mbalilaki et.al.",174.015,40.6035,NA,41.7636,12.7611,104.0223,36.3498,142.5977,100.0841,NA,NA,"Bantu","BAN3"
"TAN5","Ashley","Tanzanian","M",NA,NA,"","","","26.1, 36.1","2.7, 4.5","48, 49","N",NA,NA,"",NA,"",NA,"",NA,NA,"","4.2, 4.1",NA,NA,"",NA,"",NA,"","",NA,"","Tanzanian","Ashley","TAN5","Tanzanian","Tanzanian","Administrative wards of Kirumba, Nyakato, Igoma, and Mkolani ","","","Mwanza, Tanzania","Savanna","Tanzania","-2.5164","32.9175","Africa",NA,"Integrated","""""Prevalence of cardiovascular disease risk factors among young and middle-aged men in urban Mwanza, Tanzania"""" Njelekela, et. al. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East_African","TAN7-A"
"TAN7-A","Gisele","Tanzanian","F",1.2,4.5,"30","30-60","60","41.2","8.2","225","N",1,NA,"mmol/L",0.3,"mmol/L",NA,"",2.7,0.9,"mmol/L",NA,1.4,1,"mmol/L","114.2","mg/100ml","83.6","24.6","mg/100ml",NA,"","Tanzanian","Gisele","TAN7","Tanzanian","Tanzanian","","","Urban","Temeke","Savanna","Tanzania","-6.9488","39.445","Africa",NA,"Integrated","Physical activity and blood lipids in rural and urban Tanzanians",174.015,38.67,NA,46.404,11.601,104.409,34.803,123.998,88.57,NA,NA,"East_African","TAN7-A"
"TAN7-A","Gisele","Tanzanian","M",1.1,4.5,"30","30-60","60","42","7.8","259","N",1.1,NA,"mmol/L",0.3,"mmol/L",NA,"",2.7,1,"mmol/L",NA,1.8,1.2,"mmol/L","106","mg/100ml","87.6","29.5","mg/100ml",NA,"","Tanzanian","Gisele","TAN7","Tanzanian","Tanzanian","","","Urban","Temeke","Savanna","Tanzania","-6.9488","39.445","Africa",NA,"Integrated","Physical activity and blood lipids in rural and urban Tanzanians",174.015,42.537,NA,42.537,11.601,104.409,38.67,159.426,106.284,NA,NA,"East_African","TAN7-A"
"TAN7-B","Gisele","Tanzanian","M",0.9,3.6,"30","30-60","60","46","9.2","245","N",1,NA,"mmol/L",0.3,"mmol/L",NA,"",2,0.8,"mmol/L",NA,1.5,0.8,"mmol/L","95.5","mg/100ml","76","24.6","mg/100ml",NA,"","Tanzanian","Gisele","TAN7","Tanzanian","Tanzanian","","","Rural","Kigamboni, Handeni, and Monduli regions","Savanna","Tanzania","-6.8227","39.3024","Africa",NA,"Integrated","Physical activity and blood lipids in rural and urban Tanzanians",139.212,38.67,NA,34.803,11.601,77.34,30.936,132.855,70.856,NA,NA,"East_African","TAN7-A"
"TAN7-B","Gisele","Tanzanian","F",1,3.8,"30","30-60","60","45.1","9.3","256","N",1.1,NA,"mmol/L",0.4,"mmol/L",NA,"",2.1,0.9,"mmol/L",NA,1.4,0.6,"mmol/L","103.3","mg/100ml","77.9","23.8","mg/100ml",NA,"","Tanzanian","Gisele","TAN7","Tanzanian","Tanzanian","","","Rural","Kigamboni, Handeni, and Monduli regions","Savanna","Tanzania","-6.8227","39.3024","Africa",NA,"Integrated","Physical activity and blood lipids in rural and urban Tanzanians",146.946,42.537,NA,38.67,15.468,81.207,34.803,123.998,53.142,NA,NA,"East_African","TAN7-A"
"TARA1","FION","Tarahumara Indians","M",23,115,"5","18-May","18",NA,NA,"118","N",19,NA,"mg/dL",8,"mg/dL",NA,"",75,15,"mg/dL",NA,118,NA,"mg/dL",NA,"",NA,"","",NA,"","Tarahumara","FION, Ashley","","","Tarahumara","https://en.wikipedia.org/wiki/Rar%C3%A1muri","","","Sierra Madre Occidental Mountains","Tropical Rainforest","Mexico","23.634501","-102.552784","North America",NA,"Unacculturated","Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",115,19,NA,23,8,75,15,118,NA,NA,NA,"Native_American","TARA1"
"TARA1","FION","Tarahumara Indians","F",30,117,"6","18-Jun","18",NA,NA,"104","N",25,NA,"mg/dL",11,"mg/dL",NA,"",90,16,"mg/dL",NA,143,NA,"mg/dL",NA,"",NA,"","",NA,"","Tarahumara","FION, Ashley","","","Tarahumara","https://en.wikipedia.org/wiki/Rar%C3%A1muri","","","Sierra Madre Occidental Mountains","Tropical Rainforest","Mexico","23.634501","-102.552784","North America",NA,"Unacculturated","Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",117,25,NA,30,11,90,16,143,NA,NA,NA,"Native_American","TARA1"
"TARA1","FION","Tarahumara Indians","M",26,136,"19","19-70","70",NA,NA,"149","N",27,NA,"mg/dL",7,"mg/dL",NA,"",87,22,"mg/dL",NA,134,NA,"mg/dL",NA,"",NA,"","",NA,"","Tarahumara","FION, Ashley","","","Tarahumara","https://en.wikipedia.org/wiki/Rar%C3%A1muri","","","Sierra Madre Occidental Mountains","Tropical Rainforest","Mexico","23.634501","-102.552784","North America",NA,"Unacculturated","Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",136,27,NA,26,7,87,22,134,NA,NA,NA,"Native_American","TARA1"
"TARA1","FION","Tarahumara Indians","F",28,139,"19","19-70","70",NA,NA,"108","N",30,NA,"mg/dL",14,"mg/dL",NA,"",89,14,"mg/dL",NA,141,NA,"mg/dL",NA,"",NA,"","",NA,"","Tarahumara","FION, Ashley","","","Tarahumara","https://en.wikipedia.org/wiki/Rar%C3%A1muri","","","Sierra Madre Occidental Mountains","Tropical Rainforest","Mexico","23.634501","-102.552784","North America",NA,"Unacculturated","Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",139,30,NA,28,14,89,14,141,NA,NA,NA,"Native_American","TARA1"
"TARA2","EM","Tarahumara","M/F",32,121,"12","Dec-35","35",NA,NA,"12","N",5,NA,"mg/dL",2,"mg/dl",NA,"",72,3,"mg/dl",NA,91,8,"mg/dl",NA,"",NA,"","",NA,"","Tarahumara","EM","TARA2","Tarahumara","Tarahumara","","","","Sisoguichi, Chihuahua","Tropical Rainforest","Mexico","27.79","-107.5","North America",NA,"Unacculturated","""""Changes in Lipid and Lipoprotein Levels and Body Weight in Tarahumara Indians after Consumption of an Affluent Diet"""" McMurry et. al",121,5,NA,32,2,72,3,91,8,NA,NA,"Native_American","TARA2"
"TARA3","Ashley","Tarahumara Indians","M",31,NA,"20","20-45","45",NA,NA,"8","N",NA,NA,"",3,"mg/dl",NA,"",72,4,"mg/dl",NA,96,12,"mg/dL",NA,"",NA,"","",NA,"","Tarahumara Indians","Ashley","TARA3","Tarahumara Indians","Tarahumara Indians","","","","Chihuahua, Mexico","Desert","Mexico","28.633","-106.0691","North America",NA,NA,"""""Dietary cholesterol and the plasma lipids and lipoproteins in the Tarahumara Indians: a people habituated to a low cholesterol diet after weaning"""" McMurry, et. al.",NA,NA,NA,31,3,72,4,96,12,NA,NA,"Native_American","TARA1"
"TOK2","Victoria","Tokelau 1968","F",NA,176.1,"20","20-24","24",NA,NA,"18","N",NA,4,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",176.1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","F",NA,197.3,"15","15-19","19",NA,NA,"42","N",NA,4.1,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",197.3,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","F",NA,213.8,"25","25-34","34",NA,NA,"44","N",NA,8,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",213.8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","F",NA,220.6,"45","45-54","54",NA,NA,"50","N",NA,5.1,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",220.6,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","F",NA,222.5,"35","35-44","44",NA,NA,"53","N",NA,6,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",222.5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","F",NA,245.4,"55","55-64","64",NA,NA,"38","N",NA,7.2,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",245.4,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","F",NA,NA,"15, 20, 25, 35, 45, 55","15-19, 20-24, 25-34, 35-44, 45-54, 55-64","19, 24, 34, 44, 54, 64",NA,NA,"40, 19, 44, 51, 50, 34","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,NA,"mmol/l",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","M",NA,184.5,"15","15-19","19",NA,NA,"40","N",NA,6.4,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",184.5,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","M",NA,195.9,"20","20-24","24",NA,NA,"13","N",NA,12,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",195.9,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","M",NA,209.5,"25","25-34","34",NA,NA,"35","N",NA,6.2,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",209.5,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","M",NA,215.7,"35","35-44","44",NA,NA,"48","N",NA,6.1,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",215.7,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","M",NA,217.1,"55","55-64","64",NA,NA,"24","N",NA,5.1,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",217.1,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","M",NA,220.2,"45","45-54","54",NA,NA,"46","N",NA,5.4,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",220.2,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK2","Victoria","Tokelau 1968","M",NA,NA,"15, 20, 25, 35, 45, 55","15-19, 20-24, 25-34, 35-44, 45-54, 55-64","19, 24, 34, 44, 54, 64",NA,NA,"38, 12, 33, 47, 43, 24","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,NA,NA,"mmol/l",NA,"",NA,"","",NA,"","Tokelau","ABIGAIL, Victoria","TOK2","Tokelau","Tokelau","Specified location of study, other data present under this ethnic group so copying for continuity","","","Tokelau","Tropical Rainforest","Polynesia","-9.2002","-171.8484","Oceania",NA,"Semi-acculturated","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesian_Ancestry","TOK2"
"TOK7-A","EM","Tokelau","F",NA,5.6,"35","35-75","74","41.62","12.02","374","N",1.01,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,0.84,0.58,"mmol/L",NA,"",NA,"","",NA,"","Tokelau","EM","TOK7","Tokelau","Tokelau","","","No diabetes","Fakaofo, Nukunonu, Atafu, New Zealand","Tropical Rainforest","New Zealand","-9.38","-171.22","Oceania",NA,NA,"""""Type 2 (non-insulin-dependent) diabetes mellitus, migration and westernisation: The Tokelau Island Migrant study"""" Østbye et. al",216.552,39.0567,NA,NA,NA,NA,NA,74.3988,51.3706,NA,NA,"Polynesian_Ancestry","TOK7-A"
"TOK7-A","EM","Tokelau","M",NA,5.49,"35","35-74","74","42.38","11.67","433","N",0.92,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,1.05,0.73,"mmol/L",NA,"",NA,"","",NA,"","Tokelau","EM","TOK7","Tokelau","Tokelau","","","No diabetes","Fakaofo, Nukunonu, Atafu, New Zealand","Tropical Rainforest","New Zealand","-9.38","-171.22","Oceania",NA,NA,"""""Type 2 (non-insulin-dependent) diabetes mellitus, migration and westernisation: The Tokelau Island Migrant study"""" Østbye et. al",212.2983,35.5764,NA,NA,NA,NA,NA,92.9985,64.6561,NA,NA,"Polynesian_Ancestry","TOK7-A"
"TOK7-B","EM","Tokelau","M",NA,5.65,"35","35-74","74","43.29","9.47","34","N",0.88,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,1.26,0.6,"mmol/L",NA,"",NA,"","",NA,"","Tokelau","EM","TOK7","Tokelau","Tokelau","","","Type 2 diabetes","Fakaofo, Nukunonu, Atafu, New Zealand","Tropical Rainforest","New Zealand","-9.38","-171.22","Oceania",NA,NA,"""""Type 2 (non-insulin-dependent) diabetes mellitus, migration and westernisation: The Tokelau Island Migrant study"""" Østbye et. al",218.4855,34.0296,NA,NA,NA,NA,NA,111.5982,53.142,NA,NA,"Polynesian_Ancestry","TOK7-A"
"TOK7-B","EM","Tokelau","F",NA,5.77,"35","35-75","74","45.76","11.19","50","N",0.9,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,1.11,0.63,"mmol/L",NA,"",NA,"","",NA,"","Tokelau","EM","TOK7","Tokelau","Tokelau","","","Type 2 diabetes","Fakaofo, Nukunonu, Atafu, New Zealand","Tropical Rainforest","New Zealand","-9.38","-171.22","Oceania",NA,NA,"""""Type 2 (non-insulin-dependent) diabetes mellitus, migration and westernisation: The Tokelau Island Migrant study"""" Østbye et. al",223.1259,34.803,NA,NA,NA,NA,NA,98.3127,55.7991,NA,NA,"Polynesian_Ancestry","TOK7-A"
"TOR1-A","Ashley","Torres Strait Islanders","F",NA,NA,"","","","36",NA,"183","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,1.66,NA,"mmol/L",NA,"",NA,"","",NA,"","Torres Strait Islander people","Ashley","TOR1","Torres Strait","","Melanesian origin","","All individuals 15 years or older","Torres Strait Island","Savanna","Australia","-10.2199","141.9369","Australia",NA,NA,"""""The metabolic syndrome and changing relationship between blood pressure and insulin with age, as observed in Aboriginal and Torres Strait Islander peoples"""" Schutte, et. al. ",NA,NA,NA,NA,NA,NA,NA,147.0262,NA,NA,NA,NA,NA
"TOR1-A","Ashley","Torres Strait Islanders","M",NA,NA,"","","","36",NA,"186","N",NA,NA,"",NA,"",NA,"",NA,NA,"",NA,2.09,NA,"mmol/L",NA,"",NA,"","",NA,"","Torres Strait Islander people","Ashley","TOR1","Torres Strait","","Melanesian origin","","All individuals 15 years or older","Torres Strait Island","Savanna","Australia","-10.2199","141.9369","Australia",NA,NA,"""""The metabolic syndrome and changing relationship between blood pressure and insulin with age, as observed in Aboriginal and Torres Strait Islander peoples"""" Schutte, et. al. ",NA,NA,NA,NA,NA,NA,NA,185.1113,NA,NA,NA,NA,NA
