Who,StudyID,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,SD,N,N_Assumed ,SerumLevel,SL_SD,SL_SE,SL_Units,HDL_Chol,HDL_SD,HDL_Units,NonHDL_C,NonH_Units,LDL_Chol,LDL_SD,LDL_Units,Hypercholesterolemia_Prev,Triglyceride_Chol,Triglyceride_SD,Triglyceride_Units,Apo_A1,AA_Units,ApoB,ApoB_SD,AB_Units,Lp_a,Lpa_Units,,,
Emily,INU9,Greenland Inuit,F,18,18+,,,,117,Y,,,,,1.7,,mmol/L,,,,,,,,,,,,,,,,,"chlolesterol measured by a commercial lab, triglyceride measured by GPO-PAP (Boehringer Mannheim), plasma lipids extracted by chloroform-methanol, fatty acids measured by gas chromatography",,
Emily,INU9,Greenland Inuit,M,18,18+,,,,121,Y,5.3,,,mmol/L,,,,,,,,,,1,,mmol/L,,,,,,,,"chlolesterol measured by a commercial lab, triglyceride measured by GPO-PAP (Boehringer Mannheim), plasma lipids extracted by chloroform-methanol, fatty acids measured by gas chromatography",,
Emily,INU9,Greenland Inuit,F,18,18+,,,,121,Y,5.7,,,mmol/L,,,,,,,,,,1,,mmol/L,,,,,,,,"chlolesterol measured by a commercial lab, triglyceride measured by GPO-PAP (Boehringer Mannheim), plasma lipids extracted by chloroform-methanol, fatty acids measured by gas chromatography",,
Ashley,ISR1-A,N. Bedouins,M,20,20-34,34,27.8,,11,N,182.6,28.3,,mg %,,,,,,,,,,,,,,,,,,,,,,
Ashley,ISR1-A,N. Bedouins,M,35,35-59,59,46.6,,9,N,183.5,23.9,,mg %,,,,,,,,,,,,,,,,,,,,,,
Ashley,ISR1-C,N. semirecent Yemenites,M,20,20-34,34,28.6,,13,N,195,22.4,,mg %,,,,,,,,,,,,,,,,,,,,,,
Ashley,ISR1-C,N. semirecent Yemenites,M,35,35-59,59,44,,19,N,187,28.5,,mg %,,,,,,,,,,,,,,,,,,,,,,
Ashley,ISR1-F,N. Europeans,M,20,20-34,34,31.3,,10,N,211.7,35.1,,mg %,,,,,,,,,,,,,,,,,,,,,,
Ashley,ISR1-F,N. Europeans,M,35,35-59,59,46.4,,19,N,187,28.5,,mg %,,,,,,,,,,,,,,,,,,,,,,
EM,JAP3,Japanese,M,45,45-54,54,50.3,,119,N,,,,,59,,mg/dl,,,127,,mg/dl,,,,,,,,,,,,"HDL: Determiner-C-TC, Determiner-C-TGL, Determiner-L HDL-c; LDL: Friedewald equation",,
EM,JAP3,Japanese,M,55,55-64,64,60.7,,350,N,,,,,59,,mg/dl,,,126,,mg/dl,,,,,,,,,,,,"HDL: Determiner-C-TC, Determiner-C-TGL, Determiner-L HDL-c; LDL: Friedewald equation",,
EM,JAP3,Japanese,M,65,65-74,74,70.1,,363,N,,,,,59,,mg/dl,,,127,,mg/dl,,,,,,,,,,,,"HDL: Determiner-C-TC, Determiner-C-TGL, Determiner-L HDL-c; LDL: Friedewald equation",,
Phoebe,JAP4,Japanese,F,40,40-93,93,65.2,13.7,113,N,217.1,35.1,,hg/dl,55.9,10.7,hg/dl,,,132.9,26.7,hg/dl,147.4,,81.7,mg/dl,,,,,,,,"The sera were analyzed by The Beckman Lipoprotein Profiling System composed of air-fuge, fractionator and cholesterol analyzer.Triglyceride as well as other biochemical items were analyzed by the SMAC system.",,
Phoebe,JAP4,Japanese,M,40,40-93,93,65,13.6,71,N,198.1,38.8,,hg/dl,56.2,13.9,hg/dl,,,112.9,30.2,hg/dl,188.4,,150,mg/dl,,,,,,,,"The sera were analyzed by The Beckman Lipoprotein Profiling System composed of air-fuge, fractionator and cholesterol analyzer.Triglyceride as well as other biochemical items were analyzed by the SMAC system.",,
Phoebe ,JOS1,jos,M,,,,,,118,N,157,36.4,,mg/dL,50.4,13.4,mg/dl,,,82.1,33.1,mg/dl,,121,73.5,mg/dl,,,,,,,,"Total cholesterol (end-point colorimetric), HDL(Kodak Vitros Cholesterol slides), Triglycerides (Vitros Analyzer)",,
AYANA,KAR1-A,Kalapalo ,M,20,20+,,39,15,53,N,181,23,,mg/dL,40,7,mg/dL,,,118,23,mg/dL,,115,41,mg/dL,,,,,,,,,,
AYANA,KAR1-A,Kalapalo ,F,20,20+,,38,11,42,N,199,40,,mg/dL,46,10,mg/dL,,,131,32,mg/dL,,113,44,mg/dL,,,,,,,,,,
AYANA,KAR1-B,Kuikuro,M,20,20+,,44,17,54,N,162,30,,mg/dL,41,11,mg/dL,,,94,26,mg/dL,,135,49,mg/dL,,,,,,,,,,
AYANA,KAR1-B,Kuikuro,F,20,20+,,38,14,62,N,173,40,,mg/dL,44,15,mg/dL,,,102,30,mg/dL,,134,62,mg/dL,,,,,,,,,,
AYANA,KAR1-C,Matipu,M,20,20+,,36,9,5,N,189,14,,mg/dL,39,6,mg/dL,,,131,16,mg/dL,,97,37,mg/dL,,,,,,,,,,
AYANA,KAR1-C,Matipu,F,20,20+,,36,16,8,N,183,26,,mg/dL,40,7,mg/dL,,,120,26,mg/dL,,114,32,mg/dL,,,,,,,,,,
AYANA,KAR1-D,Nahukwa,M,20,20+,,42,14,13,N,162,26,,mg/dL,33,3,mg/dL,,,100,25,mg/dL,,144,85,mg/dL,,,,,,,,,,
AYANA,KAR1-D,Nahukwa,F,20,20+,,33,9,14,N,175,42,,mg/dL,46,10,mg/dL,,,108,31,mg/dL,,105,40,mg/dL,,,,,,,,,,
Phoebe,KEN2,Kenyan,M/F,,,,40.9,16.2,1336,N,4.4,1.1,,mmol/L,,,,,,,,,,,,,,,,,,,,Hemocue,,
Victoria,KEN6,Kenyan,M,17,17+,,37,,579,N,3.9,,,mmol/L,1.1,,mmol/L,,,2.3,,mmol/L,,0.9,,mmol/L,,,,,,,,,,
Victoria,KEN6,Kenyan,F,17,17+,,38,,818,N,3.8,,,mmol/L,1.1,,mmol/L,,,2.2,,mmol/L,,0.8,,mmol/L,,,,,,,,,,
Phoebe,KOR1-A,Korean,M,,,,55.5,8.7,2240,N,188.1,35.9,,mg/dL,49.2,12.7,mg/dl,,,110.7,38.2,mg/dl,167.5,,124.3,mg/dl,,,,,,,,"the fasting plasma concentrations of glucose, total cholesterol, triglyceride, and HDL-cholesterol were measured enzymatically using the Hitachi 747 chemistry analyzer",,
Phoebe,KOR1-A,Korean,F,,,,55.5,8.9,2784,N,198,36.1,,mg/dL,50.2,11.8,mg/dl,,,121.3,34.2,mg/dl,144.3,,94.7,mg/dl,,,,,,,,"the fasting plasma concentrations of glucose, total cholesterol, triglyceride, and HDL-cholesterol were measured enzymatically using the Hitachi 747 chemistry analyzer",,
Phoebe,KOR1-B,Korean,M,,,,48.6,7.5,2523,N,206.3,35.5,,mg/dL,46.6,10.4,mg/dl,,,130.2,35.8,mg/dl,169.8,,112.9,mg/dl,,,,,,,,"the fasting plasma concentrations of glucose, total cholesterol, triglyceride, and HDL-cholesterol were measured enzymatically using the Hitachi 747 chemistry analyzer",,
Phoebe,KOR1-B,Korean,F,,,,49.6,8.2,2497,N,200.7,37.4,,mg/dL,52,11.8,mg/dl,,,124,34.6,mg/dl,130.4,,82.8,mg/dl,,,,,,,,"the fasting plasma concentrations of glucose, total cholesterol, triglyceride, and HDL-cholesterol were measured enzymatically using the Hitachi 747 chemistry analyzer",,
EM,KOY1,Koya,M,,,,10.37,2.81,147,N,153.16,23.39,,mg/dL,38.54,9.13,mg/dL,,,89.49,22,mg/dL,,114,,mg/dL,,,,,,,,HDL-C third generation/2011 lot 629513; Bio-Rad 14191,,
EM,KOY1,Koya,F,,,,10.93,2.97,183,N,159.91,24.92,,mg/dL,40.14,9.06,mg/dL,,,93.42,21.49,mg/dL,,119,,mg/dL,,,,,,,,HDL-C third generation/2011 lot 629513; Bio-Rad 14192,,
AYANA,KTVN2,Kitavans,M,20,20-86,,49,18,142,N,4.7,0.9,,mmol/L,,,,,,3.1,0.9,mmol/L,,1.1,0.4,mmol/L,,,,,,,,,,
AYANA,KTVN2,Kitavans,F,20,20-86,,52,15,61,N,5.8,1.2,,mmol/L,,,,,,3.9,1.2,mmol/L,,1.2,0.5,mmol/L,,,,,,,,,,
KIKI,KTVN3,Kitavans,M,20,20-86,86,,,122,N,4.7,,,mmol/L,1.1,,mmol/L,3.6,mmol/L,,,,,1.7,,mmol/L,1,g/L,1,,g/L,0.9,U/L,enzymatic methods,,
KIKI,KTVN3,Kitavans,F,20,20-83,83,,,47,N,5.8,,,mmol/L,1.2,,mmol/L,4.4,mmol/L,,,,,1.3,,mmol/L,1.1,g/L,1.1,,g/L,0.9,U/L,enzymatic methods,,
FION,KTVN4,Kitavans,M/F,40,40-86,86,59.9,11.1,108,N,5.1,1.2,,mmol/L,1.07,0.15,mmol/L,,,3.5,1.1,mmol/L,,1.2,0.46,mmol/L,,,,,,,,,,
AYANA,KTVN5,Kitavans,M,25,25-39,,,,39,N,3.9,,,IU/ml,,,,,,,,,,,,,,,,,,,,,,
AYANA,KTVN5,Kitavans,M,40,40-59,,,,39,N,3.4,,,IU/ml,,,,,,,,,,,,,,,,,,,,,,
AYANA,KTVN5,Kitavans,M,60,60-74,,,,39,N,3.4,,,IU/ml,,,,,,,,,,,,,,,,,,,,,,
AYANA,KTVN5,Kitavans,F,25,25-39,,,,13,N,3.5,,,IU/ml,,,,,,,,,,,,,,,,,,,,,,
AYANA,KTVN5,Kitavans,F,40,40-59,,,,13,N,3.8,,,IU/ml,,,,,,,,,,,,,,,,,,,,,,
AYANA,KTVN5,Kitavans,F,60,60-74,,,,13,N,3.7,,,IU/ml,,,,,,,,,,,,,,,,,,,,,,
AYANA,KTVN6,Kitavans,M ,40,40-59,,,,41,N,4.8,0.9,,mmol/L,1,0.2,mmol/ L,,,3.3,0.8,mmol/ L,,1.2,0.5,mmol/ L,,,,,,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,M ,60,60-86,,,,37,N,4.7,1,,mmol/L,1,0.2,mmol/ L,,,3.1,0.9,mmol/ L,,1.1,0.4,mmol/ L,,,,,,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,F,40,40-59,,,,18,N,6.4,1.2,,mmol/L,1.2,0.3,mmol/ L,,,4.6,1.2,mmol/ L,,1.3,0.5,mmol/ L,,,,,,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,F,60,60-86,,,,16,N,5.5,1.1,,mmol/L,1.2,0.2,mmol/ L,,,3.8,1,mmol/ L,,1.3,0.6,mmol/ L,,,,,,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,F,20,20-39,,,,11,N,5.1,1,,mmol/L,1.4,0.4,mmol/ L,,,3.2,0.9,mmol/ L,,1.2,0.9,mmol/ L,,,,,,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,M ,20,20-39,,,,39,N,,,,,,,,,,,,,,,,,1.04,g/L,0.91,0.16,g/L,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,M ,40,40-59,,,,41,N,,,,,,,,,,,,,,,,,0.96,g/L,1.03,0.17,g/L,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,M ,60,60-86,,,,36,N,,,,,,,,,,,,,,,,,0.96,g/L,1.01,0.19,g/L,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,F,20,20-39,,,,10,N,,,,,,,,,,,,,,,,,1.23,g/L,1.01,0.12,g/L,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,F,40,40-59,,,,18,N,,,,,,,,,,,,,,,,,1.12,g/L,1.25,0.22,g/L,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6,Kitavans,F,60,60-86,,,,14,N,,,,,,,,,,,,,,,,,1.02,g/L,1.11,0.19,g/L,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
AYANA,KTVN6 ,Kitavans,M ,20,20-39,,,,43,N,4.5,0.9,,mmol/L,1.2,0.2,mmol/ L,,,2.9,0.8,mmol/ L,,1,0.3,mmol/ L,,,,,,,,,"Venous blood was collected in Kitavan subjects between 05.00 and 08.00 hours, after 9-15 h of abstaining from eating, smoking and betel chewing. Serum total chol- esterol was measured using a cholesterol-esterase/ cholesterol-oxidase method with Seronorm Batch no. 50 (Nyegaard, Oslo, Norway) as a calibrator. High- density lipoprotein cholesterol was determined after precipitation of very-low-density lipoprotein chol- esterol and low density lipoprotein cholesterol (LDL) with dextran sulphate and magnesium chloride. The TG was analysed using a n enzymatic-colorimetric method. Low density lipoprotein cholesterol (LDL) was estimated according to Friedewald [4a]",
Victoria,KUR1,Kurdish,M,30,30-64,64,,,176,N,5.1,,,mmol/L,1.1,,mmol/l,,,,,,,,,,,,,,,,,,,
Victoria,KUR1,Kurdish,F,30,30-64,64,,,163,N,4.9,,,mmol/L,1.3,,mmol/l,,,,,,,,,,,,,,,,,,,
Victoria,KUR1,Kurdish,M,30,30-64,64,,,165,N,,,,,,,,,,3.2,,mmol/l,,,,,,,,,,,,,,
Victoria,KUR1,Kurdish,M,30,30-64,64,,,166,N,,,,,,,,,,,,,,1.9,,mmol/l,,,,,,,,,,
Victoria,KUR1,Kurdish,F,30,30-64,64,,,156,N,,,,,,,,,,3,,mmol/l,,1.3,,mmol/l,,,,,,,,,,
Ashley,LEB1,Lebanese,M,18,18-65,65,35.33,0.94,215,N,,,,,40.14,0.77,mg/dl,,,117.48,2.69,mg/dl,,195.51,11.23,mg/dl,,,,,,,,,,
Ashley,LEB1,Lebanese,F,18,18-65,65,35.82,0.76,284,N,,,,,51.67,0.77,mg/dl,,,115.81,2.28,mg/dl,,111.76,4.32,mg/dl,,,,,,,,,,
AYANA,LOO1,Looma (1993),M,15,15-34,34,,,51,N,4.8,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1993),M,34,34+,,,,47,N,5.3,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1996),M,15,15-34,34,,,42,N,4.5,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1996),M,34,34+,,,,40,N,5.1,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1997),M,15,15-34,34,,,28,N,4.2,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1997),M,34,34+,,,,29,N,4.8,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1993),F,15,15-34,34,,,51,N,4.4,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1993),F,34,34+,,,,50,N,5,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1996),F,15,15-34,34,,,52,N,4.1,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1996),F,34,34+,,,,47,N,4.9,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1997),F,15,15-34,34,,,35,N,3.7,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
AYANA,LOO1,Looma (1997),F,34,34+,,,,42,N,4.8,,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,1,4-Jan,,,,15,N,133.4,,8.33,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,5,9-May,,,,14,N,131.4,,8.53,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,10,12-Oct,,,,16,N,143.9,,9.08,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,14,14-19,,,,36,N,114.7,,5.62,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,20,20-24,,,,94,N,114.8,,2.6,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,25,25-29,,,,27,N,130.2,,5.23,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,30,30-43,,,,79,N,129.9,,3.57,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,44,44-55,,,,149,N,129.6,,2.53,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,MAAS3,Maasai,M,55,55+,,,,3,N,113.7,,16.36,mg/dL,,,,,,,,,,,,,,,,,,,,,,
EM,MAAS4-A,Maasai,M,,,,32,,27,N,160.19,46.93,,mg/dL,,,,,,,,,,144.04,74.14,mg/dl,,,,,,,,Standard Technicon AAII-24 method; sequestrene as antricoagulant; after fasting for 12h,,
EM,MAAS4-B,Maasai,M,,,,36,,26,N,202.88,47.33,,mg/dL,,,,,,,,,,158.85,68.12,mg/dl,,,,,,,,Liber-Burchard method without extraction; HDL measured with a heparin-manganese precipitation method,,
EM,MAAS5,Maasai,M,,,,,,57,N,4.77,0.81,,mmol/L,1.05,0.31,mmol/L,,,,,,,,,,,,,,,,,,,
EM,MALA11,Malay,M,16,,,52.97,12.08,111,N,4.47,0.74,,mmol/L,,,,,,,,,,,,,,,,,,,,Accutrend cholesterol meter ,,
EM,MALA11,Malay,F,16,,,47.17,10.95,127,N,4.63,0.87,,mmol/L,,,,,,,,,,,,,,,,,,,,Accutrend cholesterol meter ,,
Ashley,MALA15-A,Malays - Normal,M/F,,,,47.6,13.8,,,,,,,1.06,0.39,mmol/L,,,3.9,1.9,mmol/L,,1.5,1,mmol/L,,,,,,,,,,
Ashley,MALA15-B,Malays - Diabetic,M/F,,,,53.6,12.2,,,,,,,0.96,0.3,mmol/L,,,4.3,3,mmol/L,,2.3,1.6,mmol/L,,,,,,,,,,
Ashley,MALA15-C,Malays - Impaired glucose tolerance,M/F,,,,49.3,13.3,,,,,,,1.01,0.32,mmol/L,,,4.3,3.1,mmol/L,,1.6,1,mmol/L,,,,,,,,,,
CB,MALA5,Malay,M,25,25-34,34,,,31,N,141,31,,mg/dL,,,,,,,,,,136,47,mg/100ml,,,,,,,,,,
CB,MALA5,Malay,M,35,35-44,44,,,25,N,156,34,,mg/dL,,,,,,,,,,165,74,mg/100ml,,,,,,,,,,
CB,MALA5,Malay,M,45,45+,,,,17,N,56,49,,mg/dL,,,,,,,,,,145,93,mg/100ml,,,,,,,,,,
Emily,MALA9-A,Bidayuh,M,20,20-86,86,,,19,N,4.48,0.67,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Emily,MALA9-A,Bidayuh,F,20,20-86,86,,,28,N,4.84,0.56,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Emily,MALA9-B,Temuan,M,20,20-86,86,,,11,N,5,1.05,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Emily,MALA9-B,Temuan,F,20,20-86,86,,,21,N,4.74,0.6,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Emily,MALA9-C,Jehai,M,20,20-86,86,,,16,N,4.44,0.46,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Emily,MALA9-C,Jehai,F,20,20-86,86,,,9,N,4.57,0.76,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Emily,MALA9-D,Kensiu,M,20,20-86,86,,,7,N,3.97,0.08,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Emily,MALA9-D,Kensiu,F,20,20-86,86,,,6,N,4.31,0.41,,mmol/L,,,,,,,,,,,,,,,,,,,,,,
Claire,MAP1-A,Rural Mapuche,F,20,20-60,60,35.4,11.2,69,N,,,,,1.04,0.36,mmol/L,,,3.07,1.16,mmol/L,,0.97,0/39,mmol/L,,,,,,,,,,
Claire,MAP1-A,Rural Mapuche,M,20,20-60,60,38.4,12.6,54,N,,,,,1.14,0.45,mmol/L,,,2.76,0.95,mmol/L,,1.18,0.51,mmol/L,,,,,,,,,,
Claire,MAP1-B,Urban Mapuche,F,20,20-60,60,37.6,11.1,79,N,,,,,0.89,0.49,mmol/L,,,3.58,1.59,mmol/L,,1.35,0.71,mmol/L,,,,,,,,,,
Claire,MAP1-B,Urban Mapuche,M,20,20-60,60,32.1,12.9,45,N,,,,,0.91,0.37,mmol/L,,,3.05,1.19,mmol/L,,1.36,0.67,mmol/L,,,,,,,,,,
Claire,MAP1-C,Rural Chile w/ European Descent,F,20,20-60,60,40.7,14.3,55,N,,,,,0.92,0.36,mmol/L,,,3.26,1.44,mmol/L,,1.17,0.49,mmol/L,,,,,,,,,,
Claire,MAP1-C,Rural Chile w/ European Descent,M,20,20-60,60,41.1,12.7,36,N,,,,,1.01,0.46,mmol/L,,,3.18,1.41,mmol/L,,1.27,0.63,mmol/L,,,,,,,,,,
Claire,MAP1-D,Urban Chile w/ European Descents,F,20,20-60,60,38.9,11.3,92,N,,,,,0.88,0.33,mmol/L,,,3.42,1.29,mmol/L,,1.18,0.74,mmol/L,,,,,,,,,,
Claire,MAP1-D,Urban Chile w/ European Descents,M,20,20-60,60,34.5,14.5,42,N,,,,,0.93,0.42,mmol/L,,,3.15,1.33,mmol/L,,1.35,0.78,mmol/L,,,,,,,,,,
Phoebe,MEL1-A,Melanesian,M,,,,33.8,11.4,86,N,3.64,0.86,,mmol/L,,,,,,,,,,0.63,0.19,mM,,,,,,,,SMAC AUTO ANALYSER,,
Phoebe,MEL1-A,Melanesian,F,,,,36.2,6.7,23,N,3.96,0.88,,mmol/L,,,,,,,,,,0.61,0.25,mM,,,,,,,,SMAC AUTO ANALYSER,,
Phoebe,MEL1-B,Melanesian,M,,,,45.8,12.4,33,N,3.57,1.29,,mmol/L,,,,,,,,,,0.6,0.18,mM,,,,,,,,SMAC AUTO ANALYSER,,
Phoebe,MEL1-B,Melanesian,F,,,,39,10.8,49,N,3.78,1.09,,mmol/L,,,,,,,,,,0.6,0.38,mM,,,,,,,,SMAC AUTO ANALYSER,,
Claire,MEL2-A,Urban Melanesian people,M,18,18<,,33.8,11.4,86,N,3.64,0.86,,mmol/L,,,,,,,,,,0.63,0.19,mmol/L,,,,,,,,,,
Claire,MEL2-A,Urban Melanesian people,F,18,18<,,36.2,6.7,23,N,3.96,0.88,,mmol/L,,,,,,,,,,0.61,0.25,mmol/L,,,,,,,,,,
Claire,MEL2-B,Rural Melanesian people,M,18,18<,,45.8,12.4,22,N,3.57,1.29,,mmol/L,,,,,,,,,,0.6,0.18,mmol/L,,,,,,,,,,
