BLV,Who,StudyID,Article link,CrudeName,EthnicGroup,EthnicGroup_Notes,Population,Subpopulation,Other_Classification,Location,DPlaceID,DPlaceID_2,DPlaceID_3,DPlaceID_4,DPlaceID_5,Biome,Country,Lattitude,Longitude,Region,PubDate,TimeFrame,EconBase_TOS,ECONNOTES,EconBase_TRAD,Sedentary,AcculturationLevel,Acculturation_quant,AccNotes,DietStaples,SmokingNotes,AlcoholNotes,ReferenceSource,Notes,AdditionalSources
4,Ashley,AIN5-U,AIN5,Papago,Papago,,American Indian,,,,,,,,,,United States,37.0902,-95.7129,North America,1985,,W,"Reason for weight gain and diabetes: ""Some traditional dietary intake patterns which were socioculturally well-adapted to hunting and gathering and feast/famine cycles are now maladaptive with constant food availability and increased food variety""",FG,,acculturated,4,"""The Western dietary and lifestyle acculturation in affected Native American populations is thought to be connected to their increasing obesity and diabetes incidence and prevalence""",,,,"""Selected risk factors for diabetes in Native Americans"" Mohs, et. al. ",,
4,Ashley,TAN4-A,TAN4,Tanzanian,Tanzanian,,Waluguru Tribe,,,"Melela Village, Tanzania",,,,,,Savanna,Tanzania,-6.369,34.8888,Africa,1989,,W,"""Now there are few hospitals in the major African cities without a diabetic clinic"" ",,,unacculturated,1,"Rural, study done to show the difference in diabetes between rural and developing countries",Millet,,,"""Prevalence of Diabetes and Impaired Glucose Tolerance in Rural Tanzania"" McLarty, et. al.",,Biome: https://tanzaniatheultimatetraveller.weebly.com/major-biomesmap-of-tanzania.html
4,Ashley,TAN4-B,TAN4,Tanzanian,Tanzanian,,Waluguru Tribe,,,"Madizini Village, Tanzania",,,,,,Savanna,Tanzania,-6.369,34.8888,Africa,1989,,W,"""Now there are few hospitals in the major African cities without a diabetic clinic"" ",,,unacculturated,1,"Rural, study done to show the difference in diabetes between rural and developing countries",Maize and rice,,,"""Prevalence of Diabetes and Impaired Glucose Tolerance in Rural Tanzania"" McLarty, et. al.",,Biome: https://tanzaniatheultimatetraveller.weebly.com/major-biomesmap-of-tanzania.html
4,Ashley,TAN4-C,TAN4,Tanzanian,Tanzanian,,Waluguru/Ngoni Tribes,,,"Msolwa Village, Tanzania",Ac9,,,,,Savanna,Tanzania,-6.369,34.8888,Africa,1989,,W,"""Now there are few hospitals in the major African cities without a diabetic clinic"" ",,,unacculturated,1,"Rural, study done to show the difference in diabetes between rural and developing countries","Maize, rice, and cassava",,,"""Prevalence of Diabetes and Impaired Glucose Tolerance in Rural Tanzania"" McLarty, et. al.",,Biome: https://tanzaniatheultimatetraveller.weebly.com/major-biomesmap-of-tanzania.html
4,Ashley,TAN4-D,TAN4,Tanzanian,Tanzanian,,Wachagga/Masai Tribes,,,"Naibili Village, Tanzania",,,,,,Savanna,Tanzania,-6.369,34.8888,Africa,1989,,W,"""Now there are few hospitals in the major African cities without a diabetic clinic"" ",,,unacculturated,1,"Rural, study done to show the difference in diabetes between rural and developing countries","Banana, maize, and rice",,,"""Prevalence of Diabetes and Impaired Glucose Tolerance in Rural Tanzania"" McLarty, et. al.",,Biome: https://tanzaniatheultimatetraveller.weebly.com/major-biomesmap-of-tanzania.html
4,Ashley,TAN4-E,TAN4,Tanzanian,Tanzanian,,Wachagga Tribe,,,"Usari Village, Tanzania",,,,,,Savanna,Tanzania,-6.369,34.8888,Africa,1989,,W,"""Now there are few hospitals in the major African cities without a diabetic clinic"" ",,,unacculturated,1,"Rural, study done to show the difference in diabetes between rural and developing countries",Banana,,,"""Prevalence of Diabetes and Impaired Glucose Tolerance in Rural Tanzania"" McLarty, et. al.",,Biome: https://tanzaniatheultimatetraveller.weebly.com/major-biomesmap-of-tanzania.html
4,Ashley,TAN4-F,TAN4,Tanzanian,Tanzanian,,Wacchagga Tribe,,,"Mdawi Village, Tanzania",,,,,,Savanna,Tanzania,-6.369,34.8888,Africa,1989,,W,"""Now there are few hospitals in the major African cities without a diabetic clinic"" ",,,unacculturated,1,"Rural, study done to show the difference in diabetes between rural and developing countries",Banana,,,"""Prevalence of Diabetes and Impaired Glucose Tolerance in Rural Tanzania"" McLarty, et. al.",,Biome: https://tanzaniatheultimatetraveller.weebly.com/major-biomesmap-of-tanzania.html
"1,3,4,6",Ashley,MALA16-A,MALA16,Malays,Malays,,Malays,,Normal,"Kelantan, North-East Peninsular Malaysia",Ej8,,,,,Tropical rainforest,Malaysia,4.2105,101.9758,South East Asia,1999,,W,Divided districts and health clinics,,,acculturated,4,"""The prevalence of mixed hyperlipidaemia was also high in the diabetic subjects... This obviously indicates dietary affluence""",Coconut and its products,,,"""Diabetes Mellitus and Associated Cardiovascular Risk Factors in North-East Malaysia"" Mafauzy, et. al.",,Biome: https://www.fao.org/3/u8560e/U8560E10.htm
"1,3,4,6",Ashley,MALA16-B,MALA16,Malays,Malays,,Malays,,Diabetic,"Kelantan, North-East Peninsular Malaysia",Ej8,,,,,Tropical rainforest,Malaysia,4.2105,101.9758,South East Asia,1999,,W,Divided districts and health clinics,,,acculturated,4,"""The prevalence of mixed hyperlipidaemia was also high in the diabetic subjects... This obviously indicates dietary affluence""",Coconut and its products,,,"""Diabetes Mellitus and Associated Cardiovascular Risk Factors in North-East Malaysia"" Mafauzy, et. al.",,Biome: https://www.fao.org/3/u8560e/U8560E10.htm
"1,3,4,6",Ashley,MALA16-C,MALA16,Malays,Malays,,Malays,,Impaired glucose tolerance,"Kelantan, North-East Peninsular Malaysia",Ej8,,,,,Tropical rainforest,Malaysia,4.2105,101.9758,South East Asia,1999,,W,Divided districts and health clinics,,,acculturated,4,"""The prevalence of mixed hyperlipidaemia was also high in the diabetic subjects... This obviously indicates dietary affluence""",Coconut and its products,,,"""Diabetes Mellitus and Associated Cardiovascular Risk Factors in North-East Malaysia"" Mafauzy, et. al.",,Biome: https://www.fao.org/3/u8560e/U8560E10.htm
"1,6",Emily,SAM6,SAM6,American Samoans,American Samoans,,American Samoans,,,"seven villages (Tula, Amouli, Laulii, Utulei, Fagaalu, Nuuuli, Vaitogi) on the southern shore of Tutuila, American Samoa",Ii1,,,,,tropical rainforest,American Samoa,-14.356038,-170.745061,Oceania,1989,1981,W,"not listed in this article, found in SAM1 article",H,,,,,,,,Selective Migration as a Bias in Modernization Studies: Premigration Differences in Morphology and Blood Pressure Among 15-30 Year-Old American Samoans,info on biome in additional sources,https://americansamoanationalpark.weebly.com/biomes.html
,Emily,MAD1-A,MAD1-A,Madagascan,Madagascan,,Madagascan,,urban,"Moramanga district, Madagascar",,,,,,,Madagascar,-18.946768,48.219745,Africa,2015,,,,,,,,,,,,"Hypertension, a Neglected Disease in Rural
and Urban Areas in Moramanga,
Madagascar",,
,Emily,MAD1-B,MAD1-B,Madagascan,Madagascan,,Madagascan,,rural,"Ampasimpotsy and Abohibary rural communities in Moramanga district, Madagascar",,,,,,,Madagascar,-18.870382,47.803199,Africa,2015,,,,,,,,,,,,"Hypertension, a Neglected Disease in Rural
and Urban Areas in Moramanga,
Madagascar",,
6,Victoria,BRA6-A,BRA6-A,Amazonian Amerindian,Brazilian,Tupí-Mondê-speaking group,Gavião,,,"Aripuanã Indian Park, between Rondônia and Mato Grosso, Brazil",,,,,,Tropical Rainforest,Brazil,-10-12,-60-61,South America,1991,July-August 1990,H,Slash-and-burn; cultivated foods complemented by FG,H,Y,semi-acculturated,2,Less isolated than BRA6-B,"Maize is the main cultivate, joined by tubers and peanuts",,"""Socioeconomic Transition and Physical Growth of Tupí-Mondê Amerindian Children of the Aripuanã Park, Brazilian Amazon""",,,
6,Victoria,BRA6-B,BRA6-B,Amazonian Amerindian,Brazilian,Tupí-Mondê-speaking group,Suruí,,,"Aripuanã Indian Park, between Rondônia and Mato Grosso, Brazil",,,,,,Tropical Rainforest,Brazil,-10-12,-60-61,South America,1991,"January 1990, July-August 1990",H,Slash-and-burn; cultivated foods complemented by FG,H,Y,semi-acculturated,2,,"Maize is the main cultivate, joined by tubers and peanuts",,"""Socioeconomic Transition and Physical Growth of Tupí-Mondê Amerindian Children of the Aripuanã Park, Brazilian Amazon""",,,
6,Victoria,BRA6-C,BRA6-C,Amazonian Amerindian,Brazilian,Tupí-Mondê-speaking group,Zoró,,,"Aripuanã Indian Park, between Rondônia and Mato Grosso, Brazil",,,,,,Tropical Rainforest,Brazil,-10-12,-60-61,South America,1991,"July-August 1988, July-August 1990",H,Slash-and-burn; cultivated foods complemented by FG,H,Y,unacculturated,1,,"Maize is the main cultivate, joined by tubers and peanuts",,"""Socioeconomic Transition and Physical Growth of Tupí-Mondê Amerindian Children of the Aripuanã Park, Brazilian Amazon""",,,
6,Victoria,BRA6-D,BRA6-D,Amazonian Amerindian,Brazilian,Tupí-Mondê-speaking group,"Gavião, Suruí, Zoró",,,"Aripuanã Indian Park, between Rondônia and Mato Grosso, Brazil",,,,,,Tropical Rainforest,Brazil,-10-12,-60-61,South America,1991,"July-August 1988, January 1990, July-August 1990",H,Slash-and-burn; cultivated foods complemented by FG,H,Y,semi-acculturated,2,*Zoró by itself is level 1*,"Maize is the main cultivate, joined by tubers and peanuts",,"""Socioeconomic Transition and Physical Growth of Tupí-Mondê Amerindian Children of the Aripuanã Park, Brazilian Amazon""",,,
1,Emily,MOZ1-A,MOZ1-A,Mozambican,Mozambican,,Mozambican,,urban,Mozambique,,,,,,tropical rainforest,Mozambique,-18.598645,35.461904,Africa,2009,2005,,,,,,,,,,,"Hypertension Prevalence, Awareness, Treatment, and Control in Mozambique
Urban/Rural Gap During Epidemiological Transition",info on biomes in additional sources (major biome listed but multiple biomes present),https://www.sciencedirect.com/science/article/pii/S2211464517301653#f0010
1,Emily,MOZ1-B,MOZ1-B,Mozambican,Mozambican,,Mozambican,,rural,Mozambique,,,,,,tropical rainforest,Mozambique,-18.598645,35.461904,Africa,2009,2005,,,,,,,,,,,"Hypertension Prevalence, Awareness, Treatment, and Control in Mozambique
Urban/Rural Gap During Epidemiological Transition",info on biomes in additional sources (major biome listed but multiple biomes present),https://www.sciencedirect.com/science/article/pii/S2211464517301653#f0010
"1,3,6",Ashley,TAN5,TAN5,Tanzanian,Tanzanian,"Administrative wards of Kirumba, Nyakato, Igoma, and Mkolani ",Tanzanian,,,"Mwanza, Tanzania",,,,,,Savanna,Tanzania,-2.5164,32.9175,Africa,2011,,W,"Occupations such as non-manual work, manual work, farmer (owners and employees) included",FG,,acculturated,4,"Kirumba, Nyakato, and Igoma are purely urban wards and relatively close to the city center","Ugali, rice, burn, rice cake, french fries, beef, pork, fried fish, fresh fish, eggs, beans, ripe bananas, mangos, papayas, cucumbers, watermelons, oranges, spinach, pumpkin leaves, cassava leaves, cabbage",16.7% of young men smoke and 14.3% of middle-aged men smoke,47.9% of young men consume alcohol and 59.2% of middle-aged men consume alcohol,"""Prevalence of cardiovascular disease risk factors among young and middle-aged men in urban Mwanza, Tanzania"" Njelekela, et. al. ",,"Biome: https://www.worldatlas.com/articles/ecological-regions-of-tanzania.html#:~:text=The%20ecological%20regions%20of%20Tanzania,%2C%20and%20Great%20Lakes%2DFreshwater."
,Emily,KEN5,KEN5,Kenyan Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Kenyan Luo migration study: observations on the initiation of a rise in blood pressure,,
"1,6",Ashley,DEL2-A,DEL2,Indian,Indian,,Indian,Rural,,"Najafgarh, Delhi, India",,,,,,Tropical rainforest,India,28.609,76.9855,Asia,1959,,,,,,,,,,,,"""Blood Pressure Studies in Rural and Urban Groups in Delhi"" Padmavati, et. al.",,Biome: https://www.asiahighlights.com/india/delhi/weather
"1,6",Ashley,DEL2-B,DEL2,Indian,Indian,,Indian,Industrial,,"Najafgarh, Delhi, India",,,,,,Tropical rainforest,India,28.609,76.9855,Asia,1959,,W,"Population included doctors, business executives, engineers, Sikhs, hockey players, army officers, lawyers, government officials, and medical students",,,acculturated,4,"Population included doctors, business executives, engineers, Sikhs, hockey players, army officers, lawyers, government officials, and medical students",,,,"""Blood Pressure Studies in Rural and Urban Groups in Delhi"" Padmavati, et. al.",,Biome: https://www.asiahighlights.com/india/delhi/weather
"1,6",Ashley,DEL2-C,DEL2,Indian,Indian,,Indian,High-socioeconomic,,"Najafgarh, Delhi, India",,,,,,Tropical rainforest,India,28.609,76.9855,Asia,1959,,W,"Population included doctors, business executives, engineers, Sikhs, hockey players, army officers, lawyers, government officials, and medical students",,,acculturated,4,"Population included doctors, business executives, engineers, Sikhs, hockey players, army officers, lawyers, government officials, and medical students",,,,"""Blood Pressure Studies in Rural and Urban Groups in Delhi"" Padmavati, et. al.",,Biome: https://www.asiahighlights.com/india/delhi/weather
"1,6",Victoria,ALB1,ALB1_TURK1,Albanian,Albanian,,Albanian,,,"Ndre Mjeda (state elementary school) and Shejnaze Juka (state secondary school), both in Shkoder, Albania",,,,,,Boreal Rainforest,Albania,42.0693,19.5033,Balkans,2009,September-November 2007,W,"Urbanized, low-to-middle socio-economical class environment",IA,Y,acculturated,4,,,,"""Blood pressure and anthropometric measurements in Albanian versus Turkish children and adolescents""",,,
"1,6",Victoria,TURK1,ALB1_TURK1,Turkish,Turkish,,Turkish,,,"Istanbul, Turkey (5 different state elementary and secondary schools)",,,,,,Temperate Forest,Turkey,41.0082,28.9784,Middle East,2009,September-November 2008,W,"Urbanized, low-to-middle socio-economical class environment",IA,Y,acculturated,4,,,,"""Blood pressure and anthropometric measurements in Albanian versus Turkish children and adolescents""",,,
"4,6",Victoria,INU12-A,INU12-A,Greenland Inuit,Greenland Inuit,,Greenland Inuit,,(1) participants living in towns (>2000 inhabitants),West and east Greenland,,,,,,Arctic Tundra,Greenland,71.7069,-42.6043,Arctic,2011,2005-2010,W,Westernized conditions,FG,Y,acculturated,4,,,1 unit/day (0-8 SD),"""Diabetes in Greenland and its relationship with urbanization""",,,
"4,6",Victoria,INU12-B,INU12-B,Greenland Inuit,Greenland Inuit,,Greenland Inuit,,(2) participants living in small towns (<2000 inhabitants),West and east Greenland,,,,,,Arctic Tundra,Greenland,71.7069,-42.6043,Arctic,2011,2005-2010,FG,"the life style is intermediate; the traditional Greenlandic food makes up a significant proportion of the diet, and hunting and fishing are important trades along with manual jobs in the fishing processing industry and clerical jobs",FG,Y,semi-acculturated,2,Potential to be classified as a 3 (semi-integrated). ,,3.5 units/day (0-12 SD),"""Diabetes in Greenland and its relationship with urbanization""",,,
"4,6",Victoria,INU12-C,INU12-C,Greenland Inuit,Greenland Inuit,,Greenland Inuit,,(3) participants living in [13] villages (<500 inhabitants),West and east Greenland,,,,,,Arctic Tundra,Greenland,71.7069,-42.6043,Arctic,2011,2005-2010,FG,traditional Inuit living conditions where the main subsistence is hunting and fishing,FG,Y,unacculturated,1,,,1.3 units/day (0-29 SD),"""Diabetes in Greenland and its relationship with urbanization""",,,
"1,3,4,6",Victoria,ALA1-A,ALA1-A,Alaskan Native,Alaskan Native,,Alaskan Native,,Alaskan Native community of the Yukon-Kuskokwim region,western Alaska,,,,,,Arctic Tundra,Alaska,63.433318,-166.552734,North America,2015,1994-2004,W,"Traditional Alaska Native people have relied for centuries on physically demanding subsistence practices to obtain a diet rich in game and marine life over a vast geography. There is a positive relationship between traditional food consumption and protection from cardiovascular disease. Early nutrition studies conducted 50 years ago found that traditional foods accounted for slightly less than half of the calories consumed however, more recent studies conducted 5 to 15 years ago found that only about 25% or less of calories consumed come from traditional food sources. Previous work found non-traditional lifestyle factors, such as consumption of western foods and use of motorized transport, to be independently associated with increased hypertension prevelance. The increase in western food consumption is highest among younger age groups, which may have an impact on hypertension prevalence as the population ages.",FG,Y,acculturated,4,"Traditional Alaska Native people have relied for centuries on physically demanding subsistence practices to obtain a diet rich in game and marine life over a vast geography. There is a positive relationship between traditional food consumption and protection from cardiovascular disease. Early nutrition studies conducted 50 years ago found that traditional foods accounted for slightly less than half of the calories consumed however, more recent studies conducted 5 to 15 years ago found that only about 25% or less of calories consumed come from traditional food sources. Previous work found non-traditional lifestyle factors, such as consumption of western foods and use of motorized transport, to be independently associated with increased hypertension prevelance. The increase in western food consumption is highest among younger age groups, which may have an impact on hypertension prevalence as the population ages.",,,"""Prevalence of Hypertension and Associated Risk Factors in
Western Alaska Native People: The Western Alaska Tribal
Collaborative for Health (WATCH) Study""",,,
"1,3,4,6",Victoria,ALA1-B,ALA1-B,Alaskan Native,Alaskan Native,,Alaskan Native,,Alaskan Native community of the Norton Sound region,western Alaska,,,,,,Arctic Tundra,Alaska,63.8428,-164.268,North America,2015,1994-2004,W,"Traditional Alaska Native people have relied for centuries on physically demanding subsistence practices to obtain a diet rich in game and marine life over a vast geography. There is a positive relationship between traditional food consumption and protection from cardiovascular disease. Early nutrition studies conducted 50 years ago found that traditional foods accounted for slightly less than half of the calories consumed however, more recent studies conducted 5 to 15 years ago found that only about 25% or less of calories consumed come from traditional food sources. Previous work found non-traditional lifestyle factors, such as consumption of western foods and use of motorized transport, to be independently associated with increased hypertension prevelance. The increase in western food consumption is highest among younger age groups, which may have an impact on hypertension prevalence as the population ages.",FG,Y,acculturated,4,"Traditional Alaska Native people have relied for centuries on physically demanding subsistence practices to obtain a diet rich in game and marine life over a vast geography. There is a positive relationship between traditional food consumption and protection from cardiovascular disease. Early nutrition studies conducted 50 years ago found that traditional foods accounted for slightly less than half of the calories consumed however, more recent studies conducted 5 to 15 years ago found that only about 25% or less of calories consumed come from traditional food sources. Previous work found non-traditional lifestyle factors, such as consumption of western foods and use of motorized transport, to be independently associated with increased hypertension prevelance. The increase in western food consumption is highest among younger age groups, which may have an impact on hypertension prevalence as the population ages.",,,"""Prevalence of Hypertension and Associated Risk Factors in
Western Alaska Native People: The Western Alaska Tribal
Collaborative for Health (WATCH) Study""",,,
1,Emily,MALA10-A,MALA10-A,Orang Kanaq,,,Orang Asli,,,Peninsular Malaysia,,,,,,tropical rainforest,Malaysia,3.989759,102.480966,Asia,2016,2011-2013,W,"""the endangered population of Orang Kanaq, Che Wong, and Kensiu subtribes who lived in suburban areas""",,,,,,,,,Prevalence and risk factors of metabolic syndrome among an endangered tribal population in Malaysia using harmonized IDF criteria,,
1,Emily,MALA10-B,MALA10-B,Che Wong,,,Orang Asli,,,Peninsular Malaysia,,,,,,tropical rainforest,Malaysia,3.989759,102.480966,Asia,2016,2011-2013,W,"""the endangered population of Orang Kanaq, Che Wong, and Kensiu subtribes who lived in suburban areas""",,,,,,,,,Prevalence and risk factors of metabolic syndrome among an endangered tribal population in Malaysia using harmonized IDF criteria,,
1,Emily,MALA10-C,MALA10-C,Kensiu,,,Orang Asli,,,Peninsular Malaysia,,,,,,tropical rainforest,Malaysia,3.989759,102.480966,Asia,2016,2011-2013,W,"""the endangered population of Orang Kanaq, Che Wong, and Kensiu subtribes who lived in suburban areas""",,,,,,,,,Prevalence and risk factors of metabolic syndrome among an endangered tribal population in Malaysia using harmonized IDF criteria,,
1,Emily,MALA10-D,MALA10-D,Lanoh,,,Orang Asli,,,Peninsular Malaysia,,,,,,tropical rainforest,Malaysia,3.989759,102.480966,Asia,2016,2011-2013,,"""Lanoh and Semai subtribes who lived in rural area and in a jungle""",,,,,,,,,Prevalence and risk factors of metabolic syndrome among an endangered tribal population in Malaysia using harmonized IDF criteria,,
1,Emily,MALA10-E,MALA10-D,Semai,,,Orang Asli,,,Peninsular Malaysia,,,,,,tropical rainforest,Malaysia,3.989759,102.480966,Asia,2016,2011-2013,,"""Lanoh and Semai subtribes who lived in rural area and in a jungle""",,,,,,,,,Prevalence and risk factors of metabolic syndrome among an endangered tribal population in Malaysia using harmonized IDF criteria,,
"1,3,4,6",Victoria,INU13,INU13_KEN6,Inuit,Greenland Inuit,,Inuit,,,Greenland,,,,,,Arctic Tundra,Greenland,71.7069,-42.6043,Arctic,2020,2005-2010,FG,"via ""Diabetes in Greenland and its relationship with urbanization""",FG,Y,semi-acculturated,2,"via ""Diabetes in Greenland and its relationship with urbanization""",,,"""Abdominal visceral and subcutaneous
adipose tissue and associations with
cardiometabolic risk in Inuit, Africans
and Europeans: a cross-
sectional
study""",,,
"1,3,4,6",Victoria,KEN6,INU13_KEN6,African,Kenyan,,Kenyan,,,"three rural populations (Luo, Kamba, Maasi) and an urban population in Nairobi of mixed ethnicity",,,,,,Savanna,Africa,-0.0236,37.9062,Africa,2020,2005-2006,"P,W","pastoralists include the Endorois, Turkana, Maasai, Samburu and others,' KEN6 includes two population types (rural and urban ","P,IA","N,Y",,,via https://www.iwgia.org/en/kenya.html ,,,"""Abdominal visceral and subcutaneous
adipose tissue and associations with
cardiometabolic risk in Inuit, Africans
and Europeans: a cross-
sectional
study""",,via https://www.iwgia.org/en/kenya.html ,
"1,3,4,6",Victoria,RUS1,RUS1_SOM1_KUR1,Russian,Russian,migrant population; largest migrant group in Finland,Russian,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",,,,,,Taiga,Finland,61.9241,25.7482,Scandinavia,2016,2010-2012,W,via https://www.culturalsurvival.org/news/who-are-indigenous-peoples-russia. ,FG,Y,acculturated,4,"migrants met the inclusion criteria,' 47% of migrants lived in the six municipalities",,,"""Cardiovascular risk factors among Russian, Somali
and Kurdish migrants in comparison with the general
Finnish population""",,,
"1,3,4,6",Victoria,SOM1,RUS1_SOM1_KUR1,Somali,Somali,migrant population; largest refugee group,Somali,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",,,,,,Taiga,Finland,61.9241,25.7482,Scandinavia,2016,2010-2012,W,via https://www.fao.org/gender-landrights-database/country-profiles/countries-list/general-introduction/en/?country_iso3=SOM. ,P,Y,semi-acculturated,3,"migrants met the inclusion criteria,' 93% of migrants lived in the six municipalities",,,"""Cardiovascular risk factors among Russian, Somali
and Kurdish migrants in comparison with the general
Finnish population""",,,
"1,3,4,6",Victoria,KUR1,RUS1_SOM1_KUR1,Kurdish,Kurdish,migrant population; [coming from Iran or Iraq] among the largest groups of quota refugees over the past decade,Kurdish,,,"Helsinki, Espoo, Vantaa, Turku, Tampere, and Vaasa",,,,,,Taiga,Finland,61.9241,25.7482,Scandinavia,2016,2010-2012,W,via https://www.jstor.org/stable/4311791#metadata_info_tab_contents. ,P,Y,acculturated,4,"migrants met the inclusion criteria,' 67% of migrants lived in the six municipalities",,,"""Cardiovascular risk factors among Russian, Somali
and Kurdish migrants in comparison with the general
Finnish population""",,,
4,Victoria,AUS1,AUS1,Indigenous Australians,Aborigines and Torres Strait,Urban,Indigenous Australians,,,"Darwin Region (capital of the Northern Territory), a tropical port city of approximately 100,000 people located on the northern coast of Australia",,,,,,Tropical Savanna,Australia,-12.4637,130.8444,Oceania,2008,2003-2004,W,Day to day activities included hunting and fishing among men and gathering for women.',FG,Y,acculturated,4,,,,,"""Socioeconomic status and diabetes among urban Indigenous
Australians aged 15
64 years in the DRUID study""",,"https://www.tota.world/article/715/ , https://researchdata.edu.au/druid-study-diabetes-darwin-region/83079 "
6,Victoria,ACH2,ACH2,Ache,Ache,,Ache,,,Paraguay,,,,,,Neotropical forest,Paraguay,-23.4425,58.4438,South America,2006,"1980-2001 (weight data), 2001-2002 (height data)",FG,farming-forager,FG,sedentary,semi-acculturated,2,"up until 1970 they were full time forest foragers, now they live primarily on farming",,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,"link: https://www.britannica.com/place/Gilbert-Islands 
states that this is the indigenous population of the gilbert islands",
6,Victoria,AET1,AET1,Aeta,Aeta,Related to Agta,Aeta,,,Luzon Island,,,,,,Tropical forest,Philippines,16.5662,121.2626,Southeast Asia,2006,2002-2003,FG,mixed,FG,nomadic,semi-acculturated,2,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://www.peoplesoftheworld.org/text?people=Aeta. ,
6,Victoria,AGT1,AGT1,Agta,Agta,Related to Aeta,Agta,,,Luzon Island,B12,B13,B14,,,Tropical forest,Philippines,16.5662,121.2626,Southeast Asia,2006,2002,FG,mixed,FG,mobile,semi-acculturated,2,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://www.culturalsurvival.org/publications/cultural-survival-quarterly/agta-forager-women-philippines. ,
6,Victoria,ARN1,ARN1,Arnhem Land,Aboriginal Yolngu people,multiple societies - 13 different clans,Arnhem Land,,,Australia,,,,,,"Coastal, desert",Australia,-12.6219,134.9254,Oceania,2006,1940s,FG,farming-foraging,FG,nomadic,semi-acculturated,2,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://empoweredcommunities.org.au/our-regions/north-east-arnhem-land/. ,
6,Victoria,ASM1,ASM1,Asmat,Asmat,,Asmat,,,Irian Jaya,,,,,,Coastal,Irian Jaya,-4.1852,136.8253,Southeast Asia,2006,N/A,FG,forager,FG,sedentary,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://guardian.ng/life/asmat-the-tribe-where-cannibalism-makes-you-a-real-man/. ,
6,Victoria,BAK1,BAK1,Baka,Baka,,Baka,,,"W, Pygmy",B63,,,,,Tropical forest,Cameroon,2.39,15.31,Central Africa,2006,1996,FG,forager,FG,mobile,unacculturated,1,"Due to poverty and lack of access, many indigenous people do not have birth certificates or identity documents, effectively excluding them from basic services such as health and education.",,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://minorityrights.org/minorities/baaka-related-groups/ ,
6,Victoria,BAT1,BAT1,Batak,Batak,,Batak,,,Palawan Island,B2,,,,,Tropical forest,Philippines,10.03,119.09,Southeast Asia,2006,"1980, 2003",FG,mixed,FG,sedentary,semi-acculturated,2,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,"https://publishing.cdlib.org/ucpressebooks/view?docId=ft5s200701&chunk.id=d0e1572&toc.id=&brand=ucpress#:~:text=Even%20today%2C%20the%20Batak%20can,even%20months%20at%20a%20time. ",
6,Victoria,NGU1,NGU1,New Guinean,Gainj and Asai,,New Guinean,,,New Guinea,,,,,,Highlanders,New Guinea,-5.0122,141.347,Oceania,2006,"1960s, 1970s",H,farming,H,semi-nomadic,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://www.jstor.org/stable/2461997?seq=9#metadata_info_tab_contents. ,
6,Victoria,GUAJ1,GUAJ1,Guaja,Guaja,,Guaja,,,Brazil,,,,,,Neotropical forest,Brazil,-14.235,-51.9253,South America,2006,2005,FG,forager,FG,sedentary,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://pib.socioambiental.org/en/Povo:Guaj%C3%A1. ,
6,Victoria,HAD7,HAD7,Hadza,Hadza,,Hadza,,,Tanzania,Aa9,B69,SCCS9,,,"Savanna, woodland",Tanzania,-6.369,34.8888,East Africa,2006,1980s,FG,forager,FG,sedentary,unacculturated,1,"men hunt game and  gather honey, while women gather plants. 95% of calories came from wild foods'",,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,"Raichlen DA, Pontzer H,Harris JA, et al. Physical activity patterns and bio-markers of cardiovascular disease risk in hunter-gatherers.Am J Hum Biol.2017;29:e22919. https://doi.org/10.1002/ajhb.22919RAICHLENET AL.American Journal of Human Biology|13 of 13
",
6,Victoria,HIW1,HIW1,Hiwi,Hiwi,,Hiwi,,,Venezuela,,,,,,"Savanna, gallery forest",Venezuela,6.4238,-66.5897,South America,2006,1985-1988,FG,forager,FG,sedentary,unacculturated,1,,,,"""Growth Rates and Life Histories in Twenty-Two
Small-Scale Societies""",,https://www.public.asu.edu/~krhill3/Hiwi.html. ,
